split,source,tree_id,views,images,total_objects,mean_objects_per_view,std_objects_per_view,distinct_combos,empty_views,cv_objects_per_view,B1,B2,B3,B4
train,DAMIMAS,DAMIMAS_A21B_0075,4,4,29,7.25,1.707825127659933,3,0,0.23556208654129254,6.0,18.0,4.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0076,4,4,22,5.5,0.5773502691896258,3,0,0.10497277619720964,6.0,5.0,4.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0077,4,4,18,4.5,0.5773502691896257,3,0,0.1283000597914057,5.0,3.0,9.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0078,4,4,20,5.0,0.816496580927726,2,0,0.16329931615288534,5.0,1.0,8.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0082,4,4,13,3.25,1.2583057392117918,4,0,0.3871709965614218,3.0,3.0,6.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0083,4,4,21,5.25,1.5000000000000002,2,0,0.285714285659864,5.0,16.0,0.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0084,4,4,11,2.75,0.5,2,0,0.1818181817520661,0.0,4.0,6.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0085,4,4,26,6.5,0.5773502691896258,2,0,0.08882311832320042,2.0,5.0,15.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0086,4,4,19,4.75,0.5,3,0,0.10526315787257617,3.0,3.0,10.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0087,4,4,23,5.75,0.4999999999999999,3,0,0.08695652172400754,7.0,13.0,3.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0088,4,4,19,4.75,0.5,2,0,0.10526315787257617,5.0,1.0,9.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0090,4,4,10,2.5,0.5773502691896257,3,0,0.23094010758347425,0.0,2.0,4.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0096,4,4,16,4.0,1.4142135623730951,3,0,0.35355339050488543,3.0,1.0,3.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0098,4,4,16,4.0,1.1547005383792515,3,0,0.2886751345226441,0.0,1.0,5.0,10.0
train,DAMIMAS,DAMIMAS_A21B_0101,4,4,15,3.75,0.9574271077563381,3,0,0.25531389533360643,4.0,3.0,8.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0105,4,4,21,5.25,0.9574271077563382,4,0,0.18236706810932785,3.0,4.0,11.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0106,4,4,20,5.0,0.8164965809277259,2,0,0.16329931615288532,4.0,0.0,4.0,12.0
train,DAMIMAS,DAMIMAS_A21B_0107,4,4,28,7.0,0.0,2,0,0.0,7.0,12.0,8.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0108,4,4,16,4.0,0.0,3,0,0.0,4.0,4.0,6.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0109,4,4,17,4.25,0.5,2,0,0.11764705879584775,1.0,7.0,6.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0110,4,4,6,1.5,0.5773502691896257,3,0,0.38490017920315034,0.0,0.0,4.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0111,4,4,23,5.75,0.957427107756338,1,0,0.16650906218953546,0.0,16.0,7.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0112,4,4,9,2.25,1.2583057392117916,4,0,0.5592469949566865,2.0,0.0,3.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0114,4,4,9,2.25,0.5,3,0,0.22222222212345677,0.0,2.0,1.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0115,4,4,5,1.25,0.9574271077563381,4,1,0.7659416855923171,0.0,2.0,3.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0117,4,4,8,2.0,0.816496580927726,2,0,0.40824829025973886,0.0,0.0,7.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0118,4,4,18,4.5,1.0,4,0,0.2222222221728395,3.0,2.0,1.0,12.0
train,DAMIMAS,DAMIMAS_A21B_0119,4,4,20,5.0,0.816496580927726,2,0,0.16329931615288534,8.0,9.0,3.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0121,4,4,15,3.75,1.2583057392117916,3,0,0.3355481970336649,0.0,3.0,10.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0124,4,4,19,4.75,0.4999999999999999,2,0,0.10526315787257615,0.0,7.0,5.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0125,4,4,19,4.75,0.4999999999999999,3,0,0.10526315787257615,2.0,6.0,8.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0127,4,4,21,5.25,0.9574271077563381,4,0,0.18236706810932782,1.0,14.0,4.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0129,4,4,8,2.0,0.816496580927726,2,0,0.40824829025973886,0.0,2.0,6.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0130,4,4,15,3.75,0.9574271077563381,2,0,0.25531389533360643,2.0,2.0,2.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0131,4,4,18,4.5,0.5773502691896257,3,0,0.1283000597914057,2.0,12.0,4.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0133,4,4,17,4.25,0.4999999999999999,2,0,0.11764705879584772,0.0,0.0,15.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0134,4,4,16,4.0,0.816496580927726,3,0,0.20412414518090047,0.0,4.0,7.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0135,4,4,21,5.25,0.4999999999999999,1,0,0.09523809521995463,8.0,9.0,4.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0136,4,4,21,5.25,0.5,1,0,0.09523809521995465,0.0,6.0,9.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0137,4,4,17,4.25,0.5,3,0,0.11764705879584775,0.0,4.0,11.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0139,4,4,18,4.5,1.2909944487358056,2,0,0.2868876552108707,0.0,13.0,5.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0141,4,4,19,4.75,0.4999999999999999,2,0,0.10526315787257615,0.0,0.0,16.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0143,4,4,18,4.5,0.5773502691896257,2,0,0.1283000597914057,0.0,9.0,7.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0144,4,4,18,4.5,0.5773502691896257,4,0,0.1283000597914057,2.0,7.0,2.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0145,4,4,18,4.5,1.0,4,0,0.2222222221728395,2.0,2.0,13.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0146,4,4,22,5.5,0.5773502691896257,3,0,0.10497277619720963,3.0,4.0,8.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0150,4,4,25,6.25,0.9574271077563381,2,0,0.15318833721650396,2.0,2.0,13.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0152,4,4,23,5.75,0.5,2,0,0.08695652172400756,4.0,6.0,4.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0153,4,4,16,4.0,0.816496580927726,2,0,0.20412414518090047,0.0,0.0,15.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0154,4,4,26,6.5,0.5773502691896257,2,0,0.0888231183232004,1.0,3.0,7.0,15.0
train,DAMIMAS,DAMIMAS_A21B_0156,4,4,18,4.5,0.5773502691896257,4,0,0.1283000597914057,3.0,2.0,6.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0157,4,4,26,6.5,0.5773502691896257,2,0,0.0888231183232004,1.0,6.0,14.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0158,4,4,17,4.25,0.957427107756338,3,0,0.22527696647789672,2.0,2.0,7.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0159,4,4,9,2.25,1.5,3,0,0.6666666663703703,1.0,1.0,2.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0160,4,4,13,3.25,0.5,4,0,0.15384615379881655,3.0,4.0,5.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0161,4,4,24,6.0,0.816496580927726,2,0,0.13608276346527387,0.0,1.0,19.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0162,4,4,18,4.5,0.5773502691896258,1,0,0.12830005979140574,0.0,0.0,8.0,10.0
train,DAMIMAS,DAMIMAS_A21B_0163,4,4,31,7.75,0.957427107756338,2,0,0.12353898163003858,5.0,16.0,7.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0164,4,4,24,6.0,0.0,3,0,0.0,3.0,3.0,6.0,12.0
train,DAMIMAS,DAMIMAS_A21B_0168,4,4,24,6.0,0.0,2,0,0.0,3.0,6.0,4.0,11.0
train,DAMIMAS,DAMIMAS_A21B_0169,4,4,28,7.0,0.816496580927726,3,0,0.11664236868729766,1.0,2.0,20.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0170,4,4,25,6.25,0.9574271077563381,3,0,0.15318833721650396,1.0,3.0,9.0,12.0
train,DAMIMAS,DAMIMAS_A21B_0171,4,4,13,3.25,0.5,2,0,0.15384615379881655,0.0,10.0,3.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0172,4,4,20,5.0,0.8164965809277259,3,0,0.16329931615288532,2.0,5.0,5.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0173,4,4,23,5.75,0.9574271077563381,3,0,0.16650906218953548,4.0,2.0,16.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0174,4,4,26,6.5,0.5773502691896258,1,0,0.08882311832320042,4.0,0.0,9.0,13.0
train,DAMIMAS,DAMIMAS_A21B_0175,4,4,22,5.5,1.0,2,0,0.18181818178512396,4.0,12.0,6.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0176,4,4,18,4.5,0.5773502691896258,3,0,0.12830005979140574,4.0,3.0,5.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0177,4,4,22,5.5,0.5773502691896258,1,0,0.10497277619720964,0.0,5.0,13.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0181,4,4,21,5.25,0.5,1,0,0.09523809521995465,0.0,0.0,17.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0182,4,4,20,5.0,0.816496580927726,2,0,0.16329931615288534,2.0,5.0,8.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0183,4,4,24,6.0,0.0,2,0,0.0,3.0,13.0,7.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0184,4,4,11,2.75,0.5,2,0,0.1818181817520661,2.0,7.0,2.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0185,4,4,20,5.0,0.816496580927726,4,0,0.16329931615288534,1.0,3.0,12.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0186,4,4,15,3.75,0.5,3,0,0.13333333329777777,4.0,1.0,9.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0187,4,4,7,1.75,0.9574271077563381,4,0,0.5471012041195639,2.0,4.0,1.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0188,4,4,11,2.75,0.957427107756338,3,0,0.3481553117847937,4.0,0.0,2.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0189,4,4,10,2.5,0.5773502691896257,4,0,0.23094010758347425,5.0,3.0,2.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0190,4,4,17,4.25,0.9574271077563381,3,0,0.22527696647789675,2.0,4.0,8.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0192,4,4,12,3.0,0.0,2,0,0.0,0.0,0.0,5.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0193,4,4,24,6.0,0.8164965809277259,2,0,0.13608276346527387,0.0,0.0,20.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0196,4,4,14,3.5,0.5773502691896257,4,0,0.16495721972133387,1.0,4.0,4.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0197,4,4,15,3.75,0.9574271077563381,3,0,0.25531389533360643,0.0,1.0,11.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0199,4,4,21,5.25,0.9574271077563381,2,0,0.18236706810932782,3.0,12.0,6.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0200,4,4,11,2.75,0.5,4,0,0.1818181817520661,2.0,2.0,5.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0202,4,4,9,2.25,0.957427107756338,3,0,0.42552315881369546,2.0,1.0,5.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0203,4,4,13,3.25,0.5,2,0,0.15384615379881655,0.0,12.0,1.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0206,4,4,21,5.25,0.4999999999999999,2,0,0.09523809521995463,0.0,5.0,15.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0207,4,4,20,5.0,1.4142135623730951,2,0,0.2828427124180505,7.0,9.0,4.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0208,4,4,22,5.5,0.5773502691896257,2,0,0.10497277619720963,3.0,6.0,6.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0209,4,4,16,4.0,0.816496580927726,2,0,0.20412414518090047,0.0,3.0,12.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0210,4,4,18,4.5,0.5773502691896258,3,0,0.12830005979140574,3.0,2.0,7.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0212,4,4,16,4.0,0.816496580927726,3,0,0.20412414518090047,3.0,2.0,6.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0213,4,4,20,5.0,1.8257418583505538,2,0,0.3651483715970811,0.0,2.0,18.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0214,4,4,20,5.0,1.414213562373095,3,0,0.2828427124180504,2.0,1.0,8.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0216,4,4,20,5.0,0.0,4,0,0.0,5.0,5.0,5.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0218,4,4,19,4.75,0.5,4,0,0.10526315787257617,1.0,2.0,5.0,11.0
train,DAMIMAS,DAMIMAS_A21B_0219,4,4,19,4.75,1.707825127659933,2,0,0.35954213206324015,5.0,11.0,3.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0221,4,4,25,6.25,0.9574271077563381,2,0,0.15318833721650396,6.0,6.0,12.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0222,4,4,18,4.5,0.5773502691896257,3,0,0.1283000597914057,1.0,2.0,8.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0224,4,4,20,5.0,0.8164965809277259,2,0,0.16329931615288532,6.0,2.0,7.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0225,4,4,10,2.5,0.5773502691896257,4,0,0.23094010758347425,2.0,2.0,6.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0227,4,4,7,1.75,0.5,2,0,0.2857142855510204,3.0,0.0,0.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0228,4,4,17,4.25,1.2583057392117916,3,0,0.29607193856840464,4.0,4.0,4.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0229,4,4,20,5.0,1.1547005383792515,3,0,0.23094010762966227,4.0,1.0,15.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0230,4,4,0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0231,4,4,15,3.75,0.49999999999999994,1,0,0.13333333329777777,0.0,10.0,5.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0233,4,4,20,5.0,0.816496580927726,3,0,0.16329931615288534,0.0,1.0,18.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0234,4,4,14,3.5,1.9148542155126762,2,0,0.5471012042758786,0.0,0.0,5.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0237,4,4,20,5.0,0.0,3,0,0.0,5.0,1.0,11.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0238,4,4,19,4.75,0.4999999999999999,3,0,0.10526315787257615,4.0,2.0,9.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0239,4,4,15,3.75,0.49999999999999994,2,0,0.13333333329777777,5.0,9.0,1.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0240,4,4,14,3.5,0.5773502691896257,3,0,0.16495721972133387,0.0,7.0,4.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0241,4,4,14,3.5,1.2909944487358054,3,0,0.36885555667627135,3.0,3.0,8.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0242,4,4,16,4.0,0.816496580927726,3,0,0.20412414518090047,0.0,4.0,9.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0244,4,4,14,3.5,0.5773502691896257,3,0,0.16495721972133387,0.0,4.0,4.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0245,4,4,8,2.0,1.1547005383792515,2,0,0.5773502689009505,0.0,0.0,4.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0247,4,4,20,5.0,0.0,1,0,0.0,5.0,11.0,4.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0248,4,4,18,4.5,0.5773502691896257,4,0,0.1283000597914057,2.0,6.0,6.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0249,4,4,16,4.0,0.816496580927726,2,0,0.20412414518090047,0.0,1.0,15.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0250,4,4,29,7.25,0.4999999999999999,2,0,0.06896551723186681,2.0,2.0,8.0,17.0
train,DAMIMAS,DAMIMAS_A21B_0251,4,4,22,5.5,0.5773502691896257,2,0,0.10497277619720963,3.0,11.0,7.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0252,4,4,13,3.25,0.9574271077563382,2,0,0.2945929561420755,0.0,5.0,5.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0255,4,4,17,4.25,0.9574271077563381,2,0,0.22527696647789675,1.0,8.0,8.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0258,4,4,17,4.25,0.9574271077563381,2,0,0.22527696647789675,0.0,4.0,11.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0262,4,4,23,5.75,0.4999999999999999,2,0,0.08695652172400754,3.0,5.0,12.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0263,4,4,21,5.25,0.5,3,0,0.09523809521995465,2.0,12.0,5.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0264,4,4,22,5.5,1.0,2,0,0.18181818178512396,6.0,4.0,5.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0267,4,4,20,5.0,0.8164965809277259,3,0,0.16329931615288532,3.0,7.0,9.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0269,4,4,11,2.75,0.957427107756338,1,0,0.3481553117847937,0.0,0.0,11.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0270,4,4,16,4.0,0.816496580927726,4,0,0.20412414518090047,3.0,2.0,10.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0272,4,4,17,4.25,0.9574271077563381,4,0,0.22527696647789675,3.0,1.0,9.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0273,4,4,16,4.0,0.8164965809277259,1,0,0.20412414518090044,0.0,5.0,11.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0275,4,4,26,6.5,1.7320508075688772,3,0,0.2664693549696012,5.0,12.0,7.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0276,4,4,10,2.5,1.0,4,0,0.39999999984,2.0,4.0,3.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0277,4,4,17,4.25,0.9574271077563381,3,0,0.22527696647789675,4.0,1.0,11.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0279,4,4,24,6.0,0.816496580927726,2,0,0.13608276346527387,0.0,11.0,12.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0280,4,4,18,4.5,1.2909944487358056,3,0,0.2868876552108707,3.0,4.0,7.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0281,4,4,21,5.25,0.4999999999999999,2,0,0.09523809521995463,0.0,1.0,14.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0282,4,4,17,4.25,0.5,3,0,0.11764705879584775,4.0,4.0,9.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0285,4,4,32,8.0,1.1547005383792515,2,0,0.14433756727936423,7.0,4.0,15.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0286,4,4,19,4.75,0.9574271077563381,4,0,0.20156360159047884,2.0,5.0,10.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0288,4,4,20,5.0,0.816496580927726,3,0,0.16329931615288534,1.0,7.0,6.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0290,4,4,14,3.5,0.5773502691896257,1,0,0.16495721972133387,0.0,0.0,14.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0291,4,4,21,5.25,1.8929694486000912,4,0,0.3605656091884811,4.0,9.0,6.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0292,4,4,21,5.25,1.707825127659933,2,0,0.3253000242542158,0.0,9.0,6.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0293,4,4,18,4.5,3.1091263510296048,4,1,0.6909169667419306,0.0,5.0,11.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0294,4,4,23,5.75,0.5,2,0,0.08695652172400756,0.0,5.0,14.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0295,4,4,17,4.25,1.5000000000000002,2,0,0.3529411763875433,0.0,12.0,3.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0296,4,4,12,3.0,0.816496580927726,4,0,0.2721655268851868,2.0,5.0,3.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0298,4,4,22,5.5,0.5773502691896257,2,0,0.10497277619720963,4.0,0.0,13.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0299,4,4,18,4.5,1.2909944487358056,3,0,0.2868876552108707,3.0,10.0,5.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0300,4,4,13,3.25,1.2583057392117918,3,0,0.3871709965614218,1.0,4.0,5.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0301,4,4,20,5.0,0.816496580927726,3,0,0.16329931615288534,1.0,5.0,11.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0302,4,4,15,3.75,1.2583057392117916,4,0,0.3355481970336649,2.0,2.0,11.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0303,4,4,21,5.25,1.8929694486000914,4,0,0.36056560918848113,2.0,15.0,4.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0304,4,4,18,4.5,0.5773502691896258,2,0,0.12830005979140574,0.0,6.0,4.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0306,4,4,9,2.25,0.49999999999999994,4,0,0.22222222212345677,2.0,2.0,5.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0307,4,4,14,3.5,0.5773502691896257,3,0,0.16495721972133387,2.0,9.0,3.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0308,4,4,15,3.75,0.5,3,0,0.13333333329777777,2.0,3.0,5.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0309,4,4,18,4.5,0.5773502691896257,4,0,0.1283000597914057,3.0,3.0,9.0,3.0
train,DAMIMAS,DAMIMAS_A21B_0310,4,4,20,5.0,0.0,3,0,0.0,3.0,0.0,16.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0311,4,4,9,2.25,0.5,2,0,0.22222222212345677,2.0,7.0,0.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0312,4,4,18,4.5,1.2909944487358056,3,0,0.2868876552108707,2.0,7.0,4.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0313,4,4,23,5.75,0.9574271077563381,2,0,0.16650906218953548,3.0,4.0,12.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0314,4,4,22,5.5,0.5773502691896258,1,0,0.10497277619720964,0.0,4.0,13.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0316,4,4,24,6.0,0.8164965809277259,3,0,0.13608276346527387,4.0,6.0,6.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0317,4,4,14,3.5,0.5773502691896257,2,0,0.16495721972133387,0.0,4.0,10.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0318,4,4,21,5.25,0.4999999999999999,1,0,0.09523809521995463,0.0,0.0,16.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0320,4,4,23,5.75,0.4999999999999999,1,0,0.08695652172400754,6.0,6.0,6.0,5.0
train,DAMIMAS,DAMIMAS_A21B_0322,4,4,0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0324,4,4,14,3.5,0.5773502691896257,3,0,0.16495721972133387,0.0,7.0,5.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0326,4,4,10,2.5,1.0,2,0,0.39999999984,0.0,0.0,8.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0327,4,4,11,2.75,0.9574271077563381,3,0,0.34815531178479375,3.0,4.0,4.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0328,4,4,14,3.5,0.5773502691896257,3,0,0.16495721972133387,0.0,5.0,5.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0330,4,4,21,5.25,0.5,3,0,0.09523809521995465,4.0,2.0,14.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0332,4,4,11,2.75,0.5,2,0,0.1818181817520661,0.0,0.0,5.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0333,4,4,8,2.0,0.0,3,0,0.0,2.0,1.0,5.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0334,4,4,21,5.25,0.5,2,0,0.09523809521995465,4.0,0.0,10.0,7.0
train,DAMIMAS,DAMIMAS_A21B_0336,4,4,22,5.5,0.5773502691896257,2,0,0.10497277619720963,4.0,2.0,10.0,6.0
train,DAMIMAS,DAMIMAS_A21B_0338,4,4,18,4.5,0.5773502691896257,1,0,0.1283000597914057,0.0,0.0,10.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0340,4,4,9,2.25,0.9574271077563381,4,0,0.4255231588136955,2.0,2.0,3.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0341,4,4,20,5.0,0.816496580927726,2,0,0.16329931615288534,0.0,5.0,13.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0342,4,4,27,6.75,1.2583057392117916,3,0,0.18641566504079643,2.0,3.0,10.0,12.0
train,DAMIMAS,DAMIMAS_A21B_0344,4,4,21,5.25,1.2583057392117916,2,0,0.23967728361373605,0.0,7.0,6.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0346,4,4,23,5.75,0.4999999999999999,3,0,0.08695652172400754,3.0,2.0,10.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0348,4,4,21,5.25,0.9574271077563381,2,0,0.18236706810932782,5.0,3.0,5.0,8.0
train,DAMIMAS,DAMIMAS_A21B_0349,4,4,9,2.25,0.5,4,0,0.22222222212345677,1.0,2.0,2.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0350,4,4,10,2.5,1.7320508075688772,3,1,0.6928203227504227,3.0,2.0,5.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0352,4,4,25,6.25,1.707825127659933,2,0,0.27325202038186897,4.0,5.0,7.0,9.0
train,DAMIMAS,DAMIMAS_A21B_0353,4,4,18,4.5,0.5773502691896258,2,0,0.12830005979140574,5.0,4.0,9.0,0.0
train,DAMIMAS,DAMIMAS_A21B_0354,4,4,32,8.0,0.8164965809277263,4,0,0.10206207260320801,2.0,4.0,25.0,1.0
train,DAMIMAS,DAMIMAS_A21B_0355,4,4,24,6.0,1.4142135623730951,3,0,0.23570226035623215,5.0,9.0,8.0,2.0
train,DAMIMAS,DAMIMAS_A21B_0356,4,4,19,4.75,0.4999999999999999,4,0,0.10526315787257615,5.0,5.0,5.0,4.0
train,DAMIMAS,DAMIMAS_A21B_0357,4,4,22,5.5,1.2909944487358056,2,0,0.2347262633638326,0.0,4.0,15.0,3.0
