image_path,label_path,stem,split,source_key,source,tree_id,view_id,width_px,height_px,file_size_bytes,label_count,is_empty,unique_class_count,class_combo,has_B1,has_B2,has_B3,has_B4
dataset_640\images\train\DAMIMAS_A21B_0344_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0344_2.txt,DAMIMAS_A21B_0344_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0344,2,640,853,376009,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0344_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0344_3.txt,DAMIMAS_A21B_0344_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0344,3,640,853,386118,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0344_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0344_4.txt,DAMIMAS_A21B_0344_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0344,4,640,853,418232,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0346_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0346_1.txt,DAMIMAS_A21B_0346_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0346,1,640,853,408376,6,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0346_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0346_2.txt,DAMIMAS_A21B_0346_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0346,2,640,853,385521,5,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0346_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0346_3.txt,DAMIMAS_A21B_0346_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0346,3,640,853,368874,6,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0346_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0346_4.txt,DAMIMAS_A21B_0346_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0346,4,640,853,357215,6,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0348_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0348_1.txt,DAMIMAS_A21B_0348_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0348,1,640,853,393345,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0348_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0348_2.txt,DAMIMAS_A21B_0348_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0348,2,640,853,391289,5,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0348_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0348_3.txt,DAMIMAS_A21B_0348_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0348,3,640,853,368078,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0348_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0348_4.txt,DAMIMAS_A21B_0348_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0348,4,640,853,400628,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0349_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0349_1.txt,DAMIMAS_A21B_0349_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0349,1,640,853,367722,3,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0349_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0349_2.txt,DAMIMAS_A21B_0349_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0349,2,640,853,372559,2,0,2,B2+B4,0,1,0,1
dataset_640\images\train\DAMIMAS_A21B_0349_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0349_3.txt,DAMIMAS_A21B_0349_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0349,3,640,853,358076,2,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0349_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0349_4.txt,DAMIMAS_A21B_0349_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0349,4,640,853,396497,2,0,1,B4,0,0,0,1
dataset_640\images\train\DAMIMAS_A21B_0350_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0350_1.txt,DAMIMAS_A21B_0350_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0350,1,640,853,378224,3,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0350_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0350_2.txt,DAMIMAS_A21B_0350_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0350,2,640,853,297957,3,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0350_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0350_3.txt,DAMIMAS_A21B_0350_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0350,3,640,853,371032,0,1,0,EMPTY,0,0,0,0
dataset_640\images\train\DAMIMAS_A21B_0350_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0350_4.txt,DAMIMAS_A21B_0350_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0350,4,640,853,412082,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0352_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0352_1.txt,DAMIMAS_A21B_0352_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0352,1,640,853,337418,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0352_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0352_2.txt,DAMIMAS_A21B_0352_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0352,2,640,853,399554,8,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0352_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0352_3.txt,DAMIMAS_A21B_0352_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0352,3,640,853,386949,7,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0352_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0352_4.txt,DAMIMAS_A21B_0352_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0352,4,640,853,384071,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0353_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0353_1.txt,DAMIMAS_A21B_0353_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0353,1,640,853,404133,5,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0353_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0353_2.txt,DAMIMAS_A21B_0353_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0353,2,640,853,393230,5,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0353_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0353_3.txt,DAMIMAS_A21B_0353_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0353,3,640,853,380793,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0353_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0353_4.txt,DAMIMAS_A21B_0353_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0353,4,640,853,410042,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0354_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0354_1.txt,DAMIMAS_A21B_0354_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0354,1,640,853,387044,9,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0354_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0354_2.txt,DAMIMAS_A21B_0354_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0354,2,640,853,431076,8,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0354_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0354_3.txt,DAMIMAS_A21B_0354_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0354,3,640,853,439385,8,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0354_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0354_4.txt,DAMIMAS_A21B_0354_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0354,4,640,853,372507,7,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0355_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0355_1.txt,DAMIMAS_A21B_0355_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0355,1,640,853,398828,7,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0355_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0355_2.txt,DAMIMAS_A21B_0355_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0355,2,640,853,424045,6,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0355_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0355_3.txt,DAMIMAS_A21B_0355_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0355,3,640,853,417333,7,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0355_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0355_4.txt,DAMIMAS_A21B_0355_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0355,4,640,853,346668,4,0,2,B1+B2,1,1,0,0
dataset_640\images\train\DAMIMAS_A21B_0356_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0356_1.txt,DAMIMAS_A21B_0356_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0356,1,640,853,434608,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0356_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0356_2.txt,DAMIMAS_A21B_0356_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0356,2,640,853,436725,5,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0356_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0356_3.txt,DAMIMAS_A21B_0356_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0356,3,640,853,428718,5,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0356_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0356_4.txt,DAMIMAS_A21B_0356_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0356,4,640,853,348750,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0357_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0357_1.txt,DAMIMAS_A21B_0357_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0357,1,640,853,391647,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0357_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0357_2.txt,DAMIMAS_A21B_0357_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0357,2,640,853,420780,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0357_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0357_3.txt,DAMIMAS_A21B_0357_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0357,3,640,853,353018,6,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0357_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0357_4.txt,DAMIMAS_A21B_0357_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0357,4,640,853,393747,4,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0358_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0358_1.txt,DAMIMAS_A21B_0358_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0358,1,640,853,402186,8,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0358_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0358_2.txt,DAMIMAS_A21B_0358_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0358,2,640,853,387986,8,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0358_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0358_3.txt,DAMIMAS_A21B_0358_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0358,3,640,853,416028,6,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0358_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0358_4.txt,DAMIMAS_A21B_0358_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0358,4,640,853,418423,6,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0359_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0359_1.txt,DAMIMAS_A21B_0359_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0359,1,640,853,369133,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0359_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0359_2.txt,DAMIMAS_A21B_0359_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0359,2,640,853,403599,6,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0359_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0359_3.txt,DAMIMAS_A21B_0359_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0359,3,640,853,392034,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0359_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0359_4.txt,DAMIMAS_A21B_0359_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0359,4,640,853,413119,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0362_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0362_1.txt,DAMIMAS_A21B_0362_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0362,1,640,853,399521,4,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0362_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0362_2.txt,DAMIMAS_A21B_0362_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0362,2,640,853,408352,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0362_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0362_3.txt,DAMIMAS_A21B_0362_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0362,3,640,853,375686,7,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0362_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0362_4.txt,DAMIMAS_A21B_0362_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0362,4,640,853,390477,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0365_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0365_1.txt,DAMIMAS_A21B_0365_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0365,1,640,853,390236,7,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0365_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0365_2.txt,DAMIMAS_A21B_0365_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0365,2,640,853,378856,8,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0365_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0365_3.txt,DAMIMAS_A21B_0365_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0365,3,640,853,386476,5,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0365_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0365_4.txt,DAMIMAS_A21B_0365_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0365,4,640,853,419226,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0366_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0366_1.txt,DAMIMAS_A21B_0366_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0366,1,640,853,440143,5,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0366_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0366_2.txt,DAMIMAS_A21B_0366_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0366,2,640,853,396553,2,0,1,B3,0,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0366_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0366_3.txt,DAMIMAS_A21B_0366_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0366,3,640,853,421821,4,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0366_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0366_4.txt,DAMIMAS_A21B_0366_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0366,4,640,853,410147,4,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0367_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0367_1.txt,DAMIMAS_A21B_0367_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0367,1,640,853,401691,3,0,2,B1+B2,1,1,0,0
dataset_640\images\train\DAMIMAS_A21B_0367_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0367_2.txt,DAMIMAS_A21B_0367_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0367,2,640,853,397913,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0367_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0367_3.txt,DAMIMAS_A21B_0367_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0367,3,640,853,396152,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0367_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0367_4.txt,DAMIMAS_A21B_0367_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0367,4,640,853,409359,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0368_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0368_1.txt,DAMIMAS_A21B_0368_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0368,1,640,853,420195,8,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0368_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0368_2.txt,DAMIMAS_A21B_0368_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0368,2,640,853,405760,7,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0368_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0368_3.txt,DAMIMAS_A21B_0368_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0368,3,640,853,384672,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0368_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0368_4.txt,DAMIMAS_A21B_0368_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0368,4,640,853,395344,8,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0369_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0369_1.txt,DAMIMAS_A21B_0369_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0369,1,640,853,411924,3,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0369_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0369_2.txt,DAMIMAS_A21B_0369_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0369,2,640,853,390026,3,0,2,B3+B4,0,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0369_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0369_3.txt,DAMIMAS_A21B_0369_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0369,3,640,853,375896,5,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0369_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0369_4.txt,DAMIMAS_A21B_0369_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0369,4,640,853,393310,3,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0370_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0370_1.txt,DAMIMAS_A21B_0370_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0370,1,640,853,387632,3,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0370_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0370_2.txt,DAMIMAS_A21B_0370_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0370,2,640,853,375889,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0370_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0370_3.txt,DAMIMAS_A21B_0370_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0370,3,640,853,365005,7,0,3,B2+B3+B4,0,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0370_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0370_4.txt,DAMIMAS_A21B_0370_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0370,4,640,853,394944,4,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0371_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0371_1.txt,DAMIMAS_A21B_0371_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0371,1,640,853,383621,4,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0371_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0371_2.txt,DAMIMAS_A21B_0371_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0371,2,640,853,390485,5,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0371_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0371_3.txt,DAMIMAS_A21B_0371_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0371,3,640,853,385946,6,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0371_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0371_4.txt,DAMIMAS_A21B_0371_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0371,4,640,853,406529,6,0,3,B1+B2+B3,1,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0372_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0372_1.txt,DAMIMAS_A21B_0372_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0372,1,640,853,384469,5,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0372_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0372_2.txt,DAMIMAS_A21B_0372_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0372,2,640,853,375625,3,0,2,B2+B4,0,1,0,1
dataset_640\images\train\DAMIMAS_A21B_0372_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0372_3.txt,DAMIMAS_A21B_0372_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0372,3,640,853,387003,5,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0372_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0372_4.txt,DAMIMAS_A21B_0372_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0372,4,640,853,436579,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0373_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0373_1.txt,DAMIMAS_A21B_0373_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0373,1,640,853,359403,6,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0373_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0373_2.txt,DAMIMAS_A21B_0373_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0373,2,640,853,348894,5,0,2,B1+B3,1,0,1,0
dataset_640\images\train\DAMIMAS_A21B_0373_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0373_3.txt,DAMIMAS_A21B_0373_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0373,3,640,853,365138,6,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0373_4.jpg,dataset_640\labels\train\DAMIMAS_A21B_0373_4.txt,DAMIMAS_A21B_0373_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0373,4,640,853,375803,5,0,4,B1+B2+B3+B4,1,1,1,1
dataset_640\images\train\DAMIMAS_A21B_0374_1.jpg,dataset_640\labels\train\DAMIMAS_A21B_0374_1.txt,DAMIMAS_A21B_0374_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0374,1,640,853,365267,7,0,2,B2+B3,0,1,1,0
dataset_640\images\train\DAMIMAS_A21B_0374_2.jpg,dataset_640\labels\train\DAMIMAS_A21B_0374_2.txt,DAMIMAS_A21B_0374_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0374,2,640,853,386219,7,0,3,B1+B3+B4,1,0,1,1
dataset_640\images\train\DAMIMAS_A21B_0374_3.jpg,dataset_640\labels\train\DAMIMAS_A21B_0374_3.txt,DAMIMAS_A21B_0374_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0374,3,640,853,421804,7,0,3,B1+B3+B4,1,0,1,1
