sample_id,class_name,source,split,tree_id,view_id,image_path,bbox_area,y_center,label_count,pca_x,pca_y,tsne_x,tsne_y,instance_id,x_center,bbox_w,bbox_h
16148,B1,DAMIMAS,test,DAMIMAS_A21B_0315,1,dataset_640\images\test\DAMIMAS_A21B_0315_1.jpg,0.023893374669,0.560696,6,0.9900046,-1.7161945,42.235226,8.465663,16148,0.538537,0.168023,0.142203
5656,B1,DAMIMAS,train,DAMIMAS_A21B_0443,3,dataset_640\images\train\DAMIMAS_A21B_0443_3.jpg,0.004403887788,0.475655,3,0.79667103,-5.0750766,0.39202362,12.702817,5656,0.568327,0.076628,0.057471
13779,B1,DAMIMAS,val,DAMIMAS_A21B_0492,4,dataset_640\images\val\DAMIMAS_A21B_0492_4.jpg,0.032972342269999996,0.311676,3,4.0163407,-0.1227052,37.5085,5.612499,13779,0.311676,0.186755,0.176554
6759,B1,DAMIMAS,train,DAMIMAS_A21B_0517,4,dataset_640\images\train\DAMIMAS_A21B_0517_4.jpg,0.007710336360000001,0.494358,5,1.1853577,0.6344298,34.969757,-7.9189773,6759,0.359724,0.104205,0.073992
2466,B1,DAMIMAS,train,DAMIMAS_A21B_0208,2,dataset_640\images\train\DAMIMAS_A21B_0208_2.jpg,0.009311796228,0.426923,6,3.6226459,-2.1975958,16.63413,-4.445487,2466,0.701105,0.109228,0.085251
15445,B1,DAMIMAS,test,DAMIMAS_A21B_0056,3,dataset_640\images\test\DAMIMAS_A21B_0056_3.jpg,0.012131592162999999,0.504968,2,2.8542302,2.2944703,9.717169,-13.179909,15445,0.315757,0.128069,0.094727
5219,B1,DAMIMAS,train,DAMIMAS_A21B_0413,1,dataset_640\images\train\DAMIMAS_A21B_0413_1.jpg,0.022332692872,0.386221,5,3.2154427,-2.1636732,37.74102,0.749385,5219,0.66394,0.162146,0.137732
355,B1,DAMIMAS,train,DAMIMAS_A21B_0025,2,dataset_640\images\train\DAMIMAS_A21B_0025_2.jpg,0.01469635002,0.594805,3,2.7621105,1.2200607,39.807693,-0.6357081,355,0.458878,0.143428,0.102465
16974,B1,DAMIMAS,test,DAMIMAS_A21B_0638,2,dataset_640\images\test\DAMIMAS_A21B_0638_2.jpg,0.041070673746,0.405944,5,3.0010476,-1.0546173,40.724285,9.379299,16974,0.35226,0.224673,0.182802
12514,B1,DAMIMAS,val,DAMIMAS_A21B_0067,3,dataset_640\images\val\DAMIMAS_A21B_0067_3.jpg,0.010295199599999999,0.585989,7,3.2412994,-0.5631195,10.370369,-17.021236,12514,0.323529,0.104575,0.098448
15311,B1,DAMIMAS,test,DAMIMAS_A21B_0029,3,dataset_640\images\test\DAMIMAS_A21B_0029_3.jpg,0.011617668372,0.473372,5,1.9533191,-3.1443048,4.904548,9.248347,15311,0.726709,0.109671,0.105932
1482,B1,DAMIMAS,train,DAMIMAS_A21B_0135,1,dataset_640\images\train\DAMIMAS_A21B_0135_1.jpg,0.010843007489999999,0.503026,6,0.78482616,-1.1183451,44.05921,4.0601597,1482,0.541757,0.105705,0.102578
17644,B1,DAMIMAS,test,DAMIMAS_A21B_0837,6,dataset_640\images\test\DAMIMAS_A21B_0837_6.jpg,0.0206462986,0.387697,5,3.8177354,0.06349393,36.38508,5.7554812,17644,0.323339,0.159832,0.129175
2734,B1,DAMIMAS,train,DAMIMAS_A21B_0229,2,dataset_640\images\train\DAMIMAS_A21B_0229_2.jpg,0.015380071541999999,0.412237,6,3.4105906,-1.6752118,39.4349,0.7028495,2734,0.327665,0.121698,0.126379
16561,B1,DAMIMAS,test,DAMIMAS_A21B_0462,3,dataset_640\images\test\DAMIMAS_A21B_0462_3.jpg,0.003625374376,0.455512,7,-1.4167643,-3.6726556,-8.573935,10.009005,16561,0.396825,0.057044,0.063554
17409,B1,DAMIMAS,test,DAMIMAS_A21B_0808,1,dataset_640\images\test\DAMIMAS_A21B_0808_1.jpg,0.039808832448,0.289085,6,3.4802437,-0.24282214,41.871357,1.3756666,17409,0.752279,0.210602,0.189024
4223,B1,DAMIMAS,train,DAMIMAS_A21B_0353,2,dataset_640\images\train\DAMIMAS_A21B_0353_2.jpg,0.0081096107,0.44064,5,0.1549221,0.21709616,6.101605,-2.7781878,4223,0.316668,0.104438,0.07765
4686,B1,DAMIMAS,train,DAMIMAS_A21B_0378,3,dataset_640\images\train\DAMIMAS_A21B_0378_3.jpg,0.009811736405,0.452998,6,4.661197,-3.4511151,18.68435,-7.367189,4686,0.638904,0.114155,0.085951
9382,B1,DAMIMAS,train,DAMIMAS_A21B_0693,3,dataset_640\images\train\DAMIMAS_A21B_0693_3.jpg,0.035187387384000006,0.416291,7,4.036004,-0.32588628,38.351173,6.6496735,9382,0.183661,0.203659,0.172776
5099,B1,DAMIMAS,train,DAMIMAS_A21B_0403,2,dataset_640\images\train\DAMIMAS_A21B_0403_2.jpg,0.011534210623,0.424685,4,1.547775,0.3538376,18.3353,-11.40575,5099,0.590237,0.137579,0.083837
3140,B1,DAMIMAS,train,DAMIMAS_A21B_0267,2,dataset_640\images\train\DAMIMAS_A21B_0267_2.jpg,0.007348337356,0.490196,6,-4.0866838,-0.76916605,-21.400463,-0.266608,3140,0.687228,0.097018,0.075742
4421,B1,DAMIMAS,train,DAMIMAS_A21B_0365,3,dataset_640\images\train\DAMIMAS_A21B_0365_3.jpg,0.014873594058000001,0.464545,5,3.229258,-2.2558064,25.434273,-10.534541,4421,0.569625,0.132921,0.111898
2581,B1,DAMIMAS,train,DAMIMAS_A21B_0216,2,dataset_640\images\train\DAMIMAS_A21B_0216_2.jpg,0.009492694108,0.398935,5,2.040845,5.170049,4.7522078,-17.73225,2581,0.316999,0.100228,0.094711
8720,B1,DAMIMAS,train,DAMIMAS_A21B_0655,1,dataset_640\images\train\DAMIMAS_A21B_0655_1.jpg,0.021549020688000003,0.335646,5,4.000519,0.5390094,38.94471,2.6715982,8720,0.466376,0.164088,0.131326
14636,B1,DAMIMAS,val,DAMIMAS_A21B_0776,1,dataset_640\images\val\DAMIMAS_A21B_0776_1.jpg,0.04610565971000001,0.281525,3,4.6456604,1.4012793,23.41016,12.105982,14636,0.736342,0.270589,0.17039
16749,B1,DAMIMAS,test,DAMIMAS_A21B_0547,1,dataset_640\images\test\DAMIMAS_A21B_0547_1.jpg,0.021155060307999997,0.435049,7,4.5442767,-1.6056975,28.724297,0.9220959,16749,0.628813,0.162854,0.129902
3832,B1,DAMIMAS,train,DAMIMAS_A21B_0316,3,dataset_640\images\train\DAMIMAS_A21B_0316_3.jpg,0.018390047976,0.474787,6,0.3796861,-0.8381199,-5.759074,8.072796,3832,0.327463,0.149498,0.123012
4213,B1,DAMIMAS,train,DAMIMAS_A21B_0352,4,dataset_640\images\train\DAMIMAS_A21B_0352_4.jpg,0.0180721035,0.414181,4,6.263302,-1.6891605,13.612184,-3.9939914,4213,0.591244,0.14895,0.12133
16494,B1,DAMIMAS,test,DAMIMAS_A21B_0441,1,dataset_640\images\test\DAMIMAS_A21B_0441_1.jpg,0.005720171724,0.482864,3,-0.06226496,-1.256049,-3.6976283,-3.2656925,16494,0.649651,0.082371,0.069444
3215,B1,DAMIMAS,train,DAMIMAS_A21B_0275,1,dataset_640\images\train\DAMIMAS_A21B_0275_1.jpg,0.010815383678000001,0.515319,5,-0.39078662,-0.86806184,46.79819,2.5135782,3215,0.611471,0.123241,0.087758
8617,B1,DAMIMAS,train,DAMIMAS_A21B_0647,1,dataset_640\images\train\DAMIMAS_A21B_0647_1.jpg,0.028688553762,0.450695,4,5.454186,3.2760632,28.954615,10.560662,8617,0.175557,0.188702,0.152031
6786,B1,DAMIMAS,train,DAMIMAS_A21B_0518,4,dataset_640\images\train\DAMIMAS_A21B_0518_4.jpg,0.008677211426,0.442996,7,1.7994609,-5.325255,39.456062,-5.984323,6786,0.32546,0.096554,0.089869
1665,B1,DAMIMAS,train,DAMIMAS_A21B_0150,3,dataset_640\images\train\DAMIMAS_A21B_0150_3.jpg,0.0063827523600000005,0.476682,7,1.0443668,-4.6043954,17.670986,-0.72724295,1665,0.318174,0.07716,0.082721
13632,B1,DAMIMAS,val,DAMIMAS_A21B_0444,3,dataset_640\images\val\DAMIMAS_A21B_0444_3.jpg,0.011728389652,0.504656,4,4.1491895,-2.5365067,19.630373,-0.63661575,13632,0.387731,0.131524,0.089173
16116,B1,DAMIMAS,test,DAMIMAS_A21B_0284,4,dataset_640\images\test\DAMIMAS_A21B_0284_4.jpg,0.032139160362,0.507866,4,2.2343452,1.8817825,17.688444,15.7708845,16116,0.317833,0.207561,0.154842
8545,B1,DAMIMAS,train,DAMIMAS_A21B_0639,1,dataset_640\images\train\DAMIMAS_A21B_0639_1.jpg,0.028298925508,0.455547,7,2.87749,0.5342582,16.404093,-22.389446,8545,0.65386,0.182476,0.155083
8386,B1,DAMIMAS,train,DAMIMAS_A21B_0626,3,dataset_640\images\train\DAMIMAS_A21B_0626_3.jpg,0.016439900016,0.450613,6,4.410029,-2.458826,27.651361,-4.5780535,8386,0.535458,0.168954,0.097304
12964,B1,DAMIMAS,val,DAMIMAS_A21B_0215,2,dataset_640\images\val\DAMIMAS_A21B_0215_2.jpg,0.010973555494,0.459875,6,2.9543047,0.27370375,45.83647,0.2574454,12964,0.670558,0.115811,0.094754
2211,B1,DAMIMAS,train,DAMIMAS_A21B_0184,1,dataset_640\images\train\DAMIMAS_A21B_0184_1.jpg,0.023038478412,0.388815,3,1.7270323,3.7276978,-0.4769406,-2.5121465,2211,0.630224,0.157457,0.146316
8299,B1,DAMIMAS,train,DAMIMAS_A21B_0623,1,dataset_640\images\train\DAMIMAS_A21B_0623_1.jpg,0.013401104818,0.494931,6,2.15752,1.5357659,1.8117601,-2.0869129,8299,0.743984,0.131462,0.101939
4081,B1,DAMIMAS,train,DAMIMAS_A21B_0342,1,dataset_640\images\train\DAMIMAS_A21B_0342_1.jpg,0.008726278839,0.449707,8,1.3964146,-0.36387154,46.519714,1.0827683,4081,0.618327,0.111003,0.078613
14621,B1,DAMIMAS,val,DAMIMAS_A21B_0749,4,dataset_640\images\val\DAMIMAS_A21B_0749_4.jpg,0.039569053,0.5177,6,3.4590113,-1.3763585,36.77221,9.843088,14621,0.425347,0.23546,0.16805
6994,B1,DAMIMAS,train,DAMIMAS_A21B_0535,2,dataset_640\images\train\DAMIMAS_A21B_0535_2.jpg,0.024000188326,0.483456,5,2.6483157,2.4971333,38.364986,4.723235,6994,0.464597,0.175381,0.136846
17563,B1,DAMIMAS,test,DAMIMAS_A21B_0828,5,dataset_640\images\test\DAMIMAS_A21B_0828_5.jpg,0.020308614774000002,0.452252,6,5.9875703,-0.103124395,19.227543,-9.837577,17563,0.321116,0.134358,0.151153
496,B1,DAMIMAS,train,DAMIMAS_A21B_0038,1,dataset_640\images\train\DAMIMAS_A21B_0038_1.jpg,0.00707085722,0.470997,4,0.1378616,-4.21295,36.791656,-6.801267,496,0.508987,0.123638,0.05719
13636,B1,DAMIMAS,val,DAMIMAS_A21B_0444,4,dataset_640\images\val\DAMIMAS_A21B_0444_4.jpg,0.008990503548,0.460086,3,4.169472,-1.1440642,14.115438,-6.3374777,13636,0.589997,0.119418,0.075286
12185,B1,LONSUM,train,LONSUM_A21A_0064,4,dataset_640\images\train\LONSUM_A21A_0064_4.jpg,0.039514618950000004,0.324755,1,0.9905841,-1.9891413,36.527855,0.97105324,12185,0.621187,0.201525,0.196078
15197,B1,LONSUM,val,LONSUM_A21A_0053,4,dataset_640\images\val\LONSUM_A21A_0053_4.jpg,0.004634880976,0.485901,3,-4.6008987,-0.43856448,-25.756369,-2.2381384,15197,0.368792,0.080936,0.057266
15204,B1,LONSUM,val,LONSUM_A21A_0061,2,dataset_640\images\val\LONSUM_A21A_0061_2.jpg,0.01562359892,0.542593,3,0.9796957,1.6762576,22.490114,-12.272623,15204,0.398981,0.128584,0.121505
12123,B1,LONSUM,train,LONSUM_A21A_0054,3,dataset_640\images\train\LONSUM_A21A_0054_3.jpg,0.008193575714000001,0.422447,4,-4.0577683,-0.24637711,-26.852432,-4.52891,12123,0.572645,0.094333,0.086858
15190,B1,LONSUM,val,LONSUM_A21A_0045,4,dataset_640\images\val\LONSUM_A21A_0045_4.jpg,0.0039129759759999995,0.474877,2,-3.9848623,0.021326624,-27.46124,-19.465523,15190,0.619999,0.087044,0.044954
11772,B1,LONSUM,train,LONSUM_A21A_0010,1,dataset_640\images\train\LONSUM_A21A_0010_1.jpg,0.01536826068,0.366498,3,1.7414603,4.1748614,6.034879,-17.55984,11772,0.707465,0.138378,0.11106
12171,B1,LONSUM,train,LONSUM_A21A_0063,3,dataset_640\images\train\LONSUM_A21A_0063_3.jpg,0.004439049552,0.492899,5,-2.6340642,2.5999238,-18.435255,-11.13071,12171,0.55132,0.063978,0.069384
15206,B1,LONSUM,val,LONSUM_A21A_0061,3,dataset_640\images\val\LONSUM_A21A_0061_3.jpg,0.029923989937000003,0.483611,2,2.9173524,2.8557093,23.099098,15.096245,15206,0.666002,0.206539,0.144883
12120,B1,LONSUM,train,LONSUM_A21A_0054,3,dataset_640\images\train\LONSUM_A21A_0054_3.jpg,0.012585726855,0.422763,4,-2.812194,-0.17194648,-25.39478,-2.1888106,12120,0.489261,0.139815,0.090017
12124,B1,LONSUM,train,LONSUM_A21A_0054,4,dataset_640\images\train\LONSUM_A21A_0054_4.jpg,0.011402607656,0.409965,3,-3.3414655,-0.4490201,-24.820595,-0.91576093,12124,0.668913,0.121528,0.093827
11739,B1,LONSUM,train,LONSUM_A21A_0006,3,dataset_640\images\train\LONSUM_A21A_0006_3.jpg,0.013361632468,0.483405,4,2.282787,-0.050815027,20.121168,7.4854064,11739,0.613284,0.130972,0.102019
11950,B1,LONSUM,train,LONSUM_A21A_0034,1,dataset_640\images\train\LONSUM_A21A_0034_1.jpg,0.00937343976,0.39817,5,-1.539942,0.113167,-26.369982,2.6142879,11950,0.556866,0.109324,0.08574
12394,B1,LONSUM,train,LONSUM_A21A_0094,3,dataset_640\images\train\LONSUM_A21A_0094_3.jpg,0.00431780301,0.298883,4,-4.0256186,-2.0641334,-27.483694,0.9678961,12394,0.450333,0.080541,0.05361
11769,B1,LONSUM,train,LONSUM_A21A_0009,4,dataset_640\images\train\LONSUM_A21A_0009_4.jpg,0.0074923319019999995,0.483233,2,0.4094207,1.5247734,-5.4948983,-11.836138,11769,0.330975,0.088198,0.084949
15187,B1,LONSUM,val,LONSUM_A21A_0045,3,dataset_640\images\val\LONSUM_A21A_0045_3.jpg,0.008589842688000001,0.430677,3,-2.1868434,-1.0888898,45.893997,4.1463847,15187,0.511597,0.091392,0.093989
11742,B1,LONSUM,train,LONSUM_A21A_0006,3,dataset_640\images\train\LONSUM_A21A_0006_3.jpg,0.007281299273,0.487196,4,-0.19246744,-1.8613687,0.9655297,9.57776,11742,0.711829,0.089701,0.081173
12341,B1,LONSUM,train,LONSUM_A21A_0088,1,dataset_640\images\train\LONSUM_A21A_0088_1.jpg,0.001978852356,0.330078,4,-9.185927,-1.2946861,-35.843163,-5.376572,12341,0.598958,0.054036,0.036621
16215,B2,DAMIMAS,test,DAMIMAS_A21B_0337,2,dataset_640\images\test\DAMIMAS_A21B_0337_2.jpg,0.013849064250000001,0.55764,4,1.9182916,0.23416713,-1.3112457,7.1578245,16215,0.793564,0.124626,0.111125
9302,B2,DAMIMAS,train,DAMIMAS_A21B_0689,2,dataset_640\images\train\DAMIMAS_A21B_0689_2.jpg,0.04242304528,0.336932,7,5.9629807,2.3881054,23.533636,9.942626,9302,0.378341,0.246904,0.17182
691,B2,DAMIMAS,train,DAMIMAS_A21B_0055,1,dataset_640\images\train\DAMIMAS_A21B_0055_1.jpg,0.008080476378,0.462827,5,-0.8787168,1.440115,-11.506536,-4.928378,691,0.50236,0.100581,0.080338
12516,B2,DAMIMAS,val,DAMIMAS_A21B_0067,3,dataset_640\images\val\DAMIMAS_A21B_0067_3.jpg,0.005242375,0.519812,7,1.3634671,1.3235373,6.1910615,-12.098455,12516,0.350218,0.083878,0.0625
13063,B2,DAMIMAS,val,DAMIMAS_A21B_0236,4,dataset_640\images\val\DAMIMAS_A21B_0236_4.jpg,0.024329466577,0.311943,6,-0.12802248,-0.31043595,-25.605534,12.309297,13063,0.437488,0.179491,0.135547
12855,B2,DAMIMAS,val,DAMIMAS_A21B_0179,3,dataset_640\images\val\DAMIMAS_A21B_0179_3.jpg,0.023904183942,0.42533,5,1.8176769,4.443837,4.8998327,-21.541332,12855,0.471828,0.163962,0.145791
8473,B2,DAMIMAS,train,DAMIMAS_A21B_0630,4,dataset_640\images\train\DAMIMAS_A21B_0630_4.jpg,0.025197432992000002,0.432496,5,0.29656795,2.512895,-15.923304,-3.9869585,8473,0.218137,0.163399,0.154208
6221,B2,DAMIMAS,train,DAMIMAS_A21B_0484,1,dataset_640\images\train\DAMIMAS_A21B_0484_1.jpg,0.053752258748000006,0.152244,4,1.9797164,1.3325754,26.525856,16.562737,6221,0.616097,0.260684,0.206197
13488,B2,DAMIMAS,val,DAMIMAS_A21B_0393,3,dataset_640\images\val\DAMIMAS_A21B_0393_3.jpg,0.012624615818,0.442458,6,-0.26456812,-1.860262,-20.603533,12.776959,13488,0.48773,0.141226,0.089393
7675,B2,DAMIMAS,train,DAMIMAS_A21B_0586,4,dataset_640\images\train\DAMIMAS_A21B_0586_4.jpg,0.035016596064000004,0.438603,3,2.5807195,4.5804462,12.714819,-23.336727,7675,0.501144,0.197059,0.177696
9619,B2,DAMIMAS,train,DAMIMAS_A21B_0708,1,dataset_640\images\train\DAMIMAS_A21B_0708_1.jpg,0.037294179603,0.398574,8,2.032752,0.8031931,42.886414,7.2234597,9619,0.690392,0.241491,0.154433
601,B2,DAMIMAS,train,DAMIMAS_A21B_0047,3,dataset_640\images\train\DAMIMAS_A21B_0047_3.jpg,0.013414930656000001,0.538126,3,0.32978964,3.2183723,0.4935492,-14.370433,601,0.306544,0.134753,0.099552
8467,B2,DAMIMAS,train,DAMIMAS_A21B_0630,3,dataset_640\images\train\DAMIMAS_A21B_0630_3.jpg,0.022476413304,0.417717,6,1.7690326,5.6426578,-6.5553565,-23.378202,8467,0.217554,0.154062,0.145892
4737,B2,DAMIMAS,train,DAMIMAS_A21B_0383,2,dataset_640\images\train\DAMIMAS_A21B_0383_2.jpg,0.005848789599999999,0.517189,6,-0.08512757,-1.4454749,-5.0697603,-2.2734149,4737,0.350113,0.081925,0.071392
443,B2,DAMIMAS,train,DAMIMAS_A21B_0032,4,dataset_640\images\train\DAMIMAS_A21B_0032_4.jpg,0.006937379526,0.460966,6,0.87430453,0.19722119,2.4397588,-11.238525,443,0.333454,0.093198,0.074437
13720,B2,DAMIMAS,val,DAMIMAS_A21B_0482,4,dataset_640\images\val\DAMIMAS_A21B_0482_4.jpg,0.0034959038029999997,0.501085,7,-2.19443,-1.6403387,-5.9606314,11.254013,13720,0.666336,0.072751,0.048053
12793,B2,DAMIMAS,val,DAMIMAS_A21B_0165,3,dataset_640\images\val\DAMIMAS_A21B_0165_3.jpg,0.010874329914,0.498366,5,5.5934024,-3.3472836,25.040472,-5.7671423,12793,0.479575,0.115741,0.093954
4704,B2,DAMIMAS,train,DAMIMAS_A21B_0379,3,dataset_640\images\train\DAMIMAS_A21B_0379_3.jpg,0.005943946236,0.37102,2,-2.0425017,3.5436585,-12.150709,-13.671286,4704,0.478761,0.086601,0.068636
6176,B2,DAMIMAS,train,DAMIMAS_A21B_0480,3,dataset_640\images\train\DAMIMAS_A21B_0480_3.jpg,0.00829474264,0.391293,6,0.55677074,0.03836841,-11.522883,11.701328,6176,0.56802,0.09188,0.090278
9919,B2,DAMIMAS,train,DAMIMAS_A21B_0729,4,dataset_640\images\train\DAMIMAS_A21B_0729_4.jpg,0.030937687638999997,0.43113,7,3.1033268,-1.658338,32.86369,5.7903194,9919,0.183357,0.175337,0.176447
13492,B2,DAMIMAS,val,DAMIMAS_A21B_0393,3,dataset_640\images\val\DAMIMAS_A21B_0393_3.jpg,0.0026895938,0.467474,6,-5.376163,-0.99024904,-29.02556,-4.673369,13492,0.324411,0.067324,0.03995
10069,B2,DAMIMAS,train,DAMIMAS_A21B_0741,3,dataset_640\images\train\DAMIMAS_A21B_0741_3.jpg,0.030876983942999998,0.32737,7,4.0184207,1.2386547,25.1288,7.73375,10069,0.798147,0.194573,0.158691
2630,B2,DAMIMAS,train,DAMIMAS_A21B_0219,4,dataset_640\images\train\DAMIMAS_A21B_0219_4.jpg,0.009860905292,0.317604,4,1.0723022,5.371476,2.5384052,-18.23916,2630,0.637524,0.117866,0.083662
10299,B2,DAMIMAS,train,DAMIMAS_A21B_0761,1,dataset_640\images\train\DAMIMAS_A21B_0761_1.jpg,0.026282297538000002,0.460629,7,2.790051,-0.95329726,16.842861,17.435106,10299,0.749123,0.180033,0.145986
15464,B2,DAMIMAS,test,DAMIMAS_A21B_0061,3,dataset_640\images\test\DAMIMAS_A21B_0061_3.jpg,0.012562057452,0.544577,5,3.4277668,-2.7400355,16.87671,-2.3556364,15464,0.377247,0.149101,0.084252
15269,B2,DAMIMAS,test,DAMIMAS_A21B_0010,1,dataset_640\images\test\DAMIMAS_A21B_0010_1.jpg,0.00901068204,0.491558,5,1.3749388,-2.564637,-6.5831995,9.968698,15269,0.670237,0.08412,0.107117
16991,B2,DAMIMAS,test,DAMIMAS_A21B_0641,1,dataset_640\images\test\DAMIMAS_A21B_0641_1.jpg,0.039944555952,0.456515,7,2.7560158,-2.1833963,40.262478,5.8916426,16991,0.243306,0.237192,0.168406
7673,B2,DAMIMAS,train,DAMIMAS_A21B_0586,3,dataset_640\images\train\DAMIMAS_A21B_0586_3.jpg,0.005014081044000001,0.46777,5,-2.1409705,2.7695827,-5.76424,-16.411768,7673,0.216993,0.065359,0.076716
10853,B2,DAMIMAS,train,DAMIMAS_A21B_0810,8,dataset_640\images\train\DAMIMAS_A21B_0810_8.jpg,0.021833662115999998,0.513936,6,1.7889761,2.0261931,27.895443,5.426775,10853,0.640181,0.164042,0.133098
123,B2,DAMIMAS,train,DAMIMAS_A21B_0011,2,dataset_640\images\train\DAMIMAS_A21B_0011_2.jpg,0.00565711848,0.558058,5,-2.8079903,2.3182106,-19.432232,-14.373998,123,0.36683,0.079248,0.071385
8215,B2,DAMIMAS,train,DAMIMAS_A21B_0619,3,dataset_640\images\train\DAMIMAS_A21B_0619_3.jpg,0.028268220444000004,0.305537,6,4.5591884,1.2542709,23.881096,14.306043,8215,0.756239,0.188651,0.149844
5759,B2,DAMIMAS,train,DAMIMAS_A21B_0451,2,dataset_640\images\train\DAMIMAS_A21B_0451_2.jpg,0.006629420721000001,0.394231,4,0.53071415,-1.4943519,-11.22296,13.574593,5759,0.486467,0.094017,0.070513
15304,B2,DAMIMAS,test,DAMIMAS_A21B_0029,1,dataset_640\images\test\DAMIMAS_A21B_0029_1.jpg,0.0018145941450000002,0.472789,6,-3.5000377,-2.8151383,-15.791341,4.007003,15304,0.277741,0.050505,0.035929
3050,B2,DAMIMAS,train,DAMIMAS_A21B_0255,4,dataset_640\images\train\DAMIMAS_A21B_0255_4.jpg,0.013433033242,0.30414,4,-1.4481908,3.553096,-14.2844305,-17.968931,3050,0.626579,0.130414,0.103003
13743,B2,DAMIMAS,val,DAMIMAS_A21B_0491,1,dataset_640\images\val\DAMIMAS_A21B_0491_1.jpg,0.00957100571,0.364948,4,-0.115542755,1.9539857,-11.224779,-2.3903422,13743,0.431235,0.115255,0.083042
14697,B2,DAMIMAS,val,DAMIMAS_A21B_0797,3,dataset_640\images\val\DAMIMAS_A21B_0797_3.jpg,0.013299536548,0.300816,4,-0.71030456,6.583295,-6.07679,-21.48101,14697,0.704613,0.111607,0.119164
16455,B2,DAMIMAS,test,DAMIMAS_A21B_0427,1,dataset_640\images\test\DAMIMAS_A21B_0427_1.jpg,0.007986155859000001,0.5,5,0.0639763,3.40617,-8.18477,-13.964145,16455,0.683594,0.116967,0.068277
10694,B2,DAMIMAS,train,DAMIMAS_A21B_0801,4,dataset_640\images\train\DAMIMAS_A21B_0801_4.jpg,0.04300095739800001,0.292438,5,2.4966347,1.8668282,25.90663,12.164901,10694,0.633747,0.199558,0.215481
16049,B2,DAMIMAS,test,DAMIMAS_A21B_0261,3,dataset_640\images\test\DAMIMAS_A21B_0261_3.jpg,0.017013828576,0.491473,6,-0.6319482,-1.1262218,-5.778036,6.0603848,16049,0.270221,0.119712,0.142123
5848,B2,DAMIMAS,train,DAMIMAS_A21B_0455,4,dataset_640\images\train\DAMIMAS_A21B_0455_4.jpg,0.008104196490000002,0.472222,5,3.2356806,-3.8450725,25.369389,-8.496494,5848,0.50641,0.106838,0.075855
5906,B2,DAMIMAS,train,DAMIMAS_A21B_0459,3,dataset_640\images\train\DAMIMAS_A21B_0459_3.jpg,0.0030958960200000002,0.454701,5,-3.4314468,-1.8005327,-5.4738083,-2.2162642,5906,0.36159,0.060132,0.051485
7310,B2,DAMIMAS,train,DAMIMAS_A21B_0556,2,dataset_640\images\train\DAMIMAS_A21B_0556_2.jpg,0.012729024063000001,0.436076,6,2.5384736,2.26305,13.821809,16.053083,7310,0.418654,0.130719,0.097377
15978,B2,DAMIMAS,test,DAMIMAS_A21B_0220,3,dataset_640\images\test\DAMIMAS_A21B_0220_3.jpg,0.017142031571000003,0.402926,3,3.1676679,-0.47829333,9.412598,-0.40752444,15978,0.711057,0.139879,0.122549
8232,B2,DAMIMAS,train,DAMIMAS_A21B_0620,2,dataset_640\images\train\DAMIMAS_A21B_0620_2.jpg,0.022657770876,0.553768,7,3.2681937,-1.0408859,33.266277,5.759636,8232,0.685526,0.161356,0.140421
3276,B2,DAMIMAS,train,DAMIMAS_A21B_0279,2,dataset_640\images\train\DAMIMAS_A21B_0279_2.jpg,0.007725249252,0.46755,5,-3.235824,2.598215,-20.1697,-0.098035425,3276,0.654764,0.104076,0.074227
2875,B2,DAMIMAS,train,DAMIMAS_A21B_0241,3,dataset_640\images\train\DAMIMAS_A21B_0241_3.jpg,0.01144861102,0.456774,2,3.8332462,4.552353,5.331906,-18.843746,2875,0.683304,0.102124,0.112105
2853,B2,DAMIMAS,train,DAMIMAS_A21B_0240,1,dataset_640\images\train\DAMIMAS_A21B_0240_1.jpg,0.012674540904000001,0.409119,3,4.8790407,-0.37702858,13.981721,-13.996725,2853,0.645465,0.127531,0.099384
5583,B2,DAMIMAS,train,DAMIMAS_A21B_0437,4,dataset_640\images\train\DAMIMAS_A21B_0437_4.jpg,0.00790758456,0.459885,7,0.88453436,-4.4790845,34.623077,-0.25053537,5583,0.535609,0.10392,0.076093
576,B2,DAMIMAS,train,DAMIMAS_A21B_0043,4,dataset_640\images\train\DAMIMAS_A21B_0043_4.jpg,0.007521618335,0.545259,6,-0.6063459,1.614171,-11.502727,-4.9619455,576,0.515892,0.085505,0.087967
2085,B2,DAMIMAS,train,DAMIMAS_A21B_0175,1,dataset_640\images\train\DAMIMAS_A21B_0175_1.jpg,0.0049802621299999995,0.485539,5,-2.2454224,-0.9393386,-10.623031,-0.16819492,2085,0.652778,0.078758,0.063235
11065,B2,DAMIMAS,train,DAMIMAS_A21B_0820,5,dataset_640\images\train\DAMIMAS_A21B_0820_5.jpg,0.010269645864000001,0.459868,6,0.19624835,-2.0037935,-5.413006,9.091519,11065,0.756999,0.103112,0.099597
5332,B2,DAMIMAS,train,DAMIMAS_A21B_0419,3,dataset_640\images\train\DAMIMAS_A21B_0419_3.jpg,0.014469178704,0.379983,6,5.314624,-3.7148032,14.482496,-1.4663454,5332,0.299262,0.134382,0.107672
3005,B2,DAMIMAS,train,DAMIMAS_A21B_0251,2,dataset_640\images\train\DAMIMAS_A21B_0251_2.jpg,0.013220608032000002,0.405487,6,5.1776953,-0.5879478,14.977271,-8.997746,3005,0.673033,0.121008,0.109254
