tree_id,B1,B2,B3,B4
DAMIMAS_A21B_0455,0.0,11.0,8.0,2.0
DAMIMAS_A21B_0456,5.0,3.0,6.0,6.0
DAMIMAS_A21B_0457,3.0,4.0,14.0,5.0
DAMIMAS_A21B_0458,0.0,4.0,11.0,6.0
DAMIMAS_A21B_0459,6.0,9.0,3.0,0.0
DAMIMAS_A21B_0460,4.0,6.0,8.0,6.0
DAMIMAS_A21B_0461,0.0,4.0,14.0,0.0
DAMIMAS_A21B_0462,6.0,0.0,11.0,3.0
DAMIMAS_A21B_0463,3.0,9.0,7.0,1.0
DAMIMAS_A21B_0464,5.0,3.0,4.0,3.0
DAMIMAS_A21B_0465,5.0,3.0,4.0,1.0
DAMIMAS_A21B_0466,0.0,0.0,8.0,3.0
DAMIMAS_A21B_0467,3.0,8.0,5.0,1.0
DAMIMAS_A21B_0468,4.0,2.0,7.0,7.0
DAMIMAS_A21B_0469,0.0,5.0,11.0,4.0
DAMIMAS_A21B_0470,4.0,7.0,6.0,5.0
DAMIMAS_A21B_0471,3.0,10.0,10.0,3.0
DAMIMAS_A21B_0472,0.0,8.0,7.0,9.0
DAMIMAS_A21B_0473,3.0,2.0,6.0,0.0
DAMIMAS_A21B_0474,4.0,4.0,8.0,6.0
DAMIMAS_A21B_0475,0.0,11.0,6.0,2.0
DAMIMAS_A21B_0476,0.0,6.0,7.0,3.0
DAMIMAS_A21B_0477,0.0,0.0,9.0,1.0
DAMIMAS_A21B_0478,6.0,3.0,8.0,10.0
DAMIMAS_A21B_0479,1.0,9.0,7.0,3.0
DAMIMAS_A21B_0480,3.0,5.0,6.0,9.0
DAMIMAS_A21B_0481,1.0,3.0,8.0,1.0
DAMIMAS_A21B_0482,2.0,5.0,7.0,10.0
DAMIMAS_A21B_0483,4.0,9.0,5.0,2.0
DAMIMAS_A21B_0484,2.0,7.0,4.0,5.0
DAMIMAS_A21B_0485,2.0,4.0,11.0,3.0
DAMIMAS_A21B_0486,0.0,4.0,10.0,8.0
DAMIMAS_A21B_0487,0.0,10.0,9.0,1.0
DAMIMAS_A21B_0488,0.0,7.0,5.0,5.0
DAMIMAS_A21B_0489,0.0,0.0,17.0,3.0
DAMIMAS_A21B_0490,7.0,1.0,9.0,10.0
DAMIMAS_A21B_0491,5.0,8.0,7.0,0.0
DAMIMAS_A21B_0492,3.0,5.0,6.0,5.0
DAMIMAS_A21B_0493,2.0,7.0,6.0,4.0
DAMIMAS_A21B_0494,4.0,3.0,7.0,12.0
DAMIMAS_A21B_0495,2.0,9.0,7.0,0.0
DAMIMAS_A21B_0496,3.0,5.0,4.0,7.0
DAMIMAS_A21B_0497,2.0,5.0,15.0,4.0
DAMIMAS_A21B_0498,7.0,2.0,5.0,14.0
DAMIMAS_A21B_0499,4.0,8.0,8.0,3.0
DAMIMAS_A21B_0500,4.0,5.0,7.0,3.0
DAMIMAS_A21B_0501,2.0,6.0,14.0,3.0
DAMIMAS_A21B_0502,0.0,6.0,11.0,11.0
DAMIMAS_A21B_0503,3.0,10.0,9.0,5.0
DAMIMAS_A21B_0504,2.0,7.0,3.0,9.0
DAMIMAS_A21B_0505,2.0,0.0,14.0,5.0
DAMIMAS_A21B_0506,6.0,3.0,11.0,13.0
DAMIMAS_A21B_0507,0.0,9.0,8.0,0.0
DAMIMAS_A21B_0508,2.0,10.0,8.0,2.0
DAMIMAS_A21B_0509,1.0,3.0,11.0,2.0
DAMIMAS_A21B_0510,0.0,2.0,15.0,6.0
DAMIMAS_A21B_0511,7.0,8.0,6.0,1.0
DAMIMAS_A21B_0512,3.0,6.0,9.0,7.0
DAMIMAS_A21B_0513,0.0,1.0,12.0,0.0
DAMIMAS_A21B_0514,0.0,0.0,14.0,8.0
DAMIMAS_A21B_0515,4.0,8.0,10.0,2.0
DAMIMAS_A21B_0516,2.0,5.0,4.0,3.0
DAMIMAS_A21B_0517,2.0,2.0,12.0,5.0
DAMIMAS_A21B_0518,2.0,3.0,13.0,11.0
DAMIMAS_A21B_0520,5.0,4.0,4.0,3.0
DAMIMAS_A21B_0521,2.0,6.0,5.0,4.0
DAMIMAS_A21B_0522,0.0,8.0,6.0,2.0
DAMIMAS_A21B_0523,4.0,11.0,5.0,2.0
DAMIMAS_A21B_0524,4.0,5.0,5.0,8.0
DAMIMAS_A21B_0525,2.0,3.0,8.0,0.0
DAMIMAS_A21B_0526,0.0,1.0,19.0,1.0
DAMIMAS_A21B_0527,0.0,8.0,7.0,0.0
DAMIMAS_A21B_0528,0.0,2.0,0.0,0.0
DAMIMAS_A21B_0529,0.0,0.0,13.0,4.0
DAMIMAS_A21B_0530,3.0,6.0,8.0,8.0
DAMIMAS_A21B_0531,4.0,9.0,10.0,4.0
DAMIMAS_A21B_0532,3.0,5.0,8.0,3.0
DAMIMAS_A21B_0533,1.0,3.0,13.0,5.0
DAMIMAS_A21B_0534,1.0,4.0,5.0,4.0
DAMIMAS_A21B_0535,9.0,4.0,5.0,1.0
DAMIMAS_A21B_0536,4.0,3.0,5.0,5.0
DAMIMAS_A21B_0537,2.0,2.0,9.0,1.0
DAMIMAS_A21B_0538,0.0,4.0,11.0,9.0
DAMIMAS_A21B_0539,5.0,7.0,12.0,4.0
DAMIMAS_A21B_0540,7.0,1.0,4.0,6.0
DAMIMAS_A21B_0541,4.0,1.0,6.0,3.0
DAMIMAS_A21B_0542,2.0,6.0,7.0,9.0
DAMIMAS_A21B_0543,4.0,3.0,3.0,0.0
DAMIMAS_A21B_0544,4.0,3.0,7.0,7.0
DAMIMAS_A21B_0545,2.0,0.0,17.0,4.0
DAMIMAS_A21B_0546,3.0,9.0,10.0,7.0
DAMIMAS_A21B_0547,3.0,12.0,9.0,0.0
DAMIMAS_A21B_0548,2.0,7.0,8.0,4.0
DAMIMAS_A21B_0549,2.0,0.0,7.0,1.0
DAMIMAS_A21B_0550,4.0,9.0,6.0,7.0
DAMIMAS_A21B_0551,6.0,9.0,11.0,5.0
DAMIMAS_A21B_0552,7.0,6.0,4.0,1.0
DAMIMAS_A21B_0553,3.0,3.0,10.0,4.0
DAMIMAS_A21B_0554,4.0,8.0,9.0,9.0
DAMIMAS_A21B_0555,0.0,8.0,5.0,3.0
DAMIMAS_A21B_0556,5.0,6.0,9.0,4.0
DAMIMAS_A21B_0557,3.0,2.0,9.0,4.0
DAMIMAS_A21B_0558,0.0,10.0,8.0,5.0
DAMIMAS_A21B_0559,0.0,0.0,0.0,9.0
DAMIMAS_A21B_0560,0.0,3.0,7.0,0.0
DAMIMAS_A21B_0561,2.0,5.0,12.0,4.0
DAMIMAS_A21B_0562,3.0,6.0,10.0,4.0
DAMIMAS_A21B_0563,5.0,6.0,7.0,0.0
DAMIMAS_A21B_0564,6.0,3.0,7.0,5.0
DAMIMAS_A21B_0565,0.0,0.0,15.0,5.0
DAMIMAS_A21B_0566,2.0,11.0,9.0,5.0
DAMIMAS_A21B_0567,5.0,9.0,10.0,3.0
DAMIMAS_A21B_0568,5.0,5.0,7.0,5.0
DAMIMAS_A21B_0569,4.0,4.0,10.0,6.0
DAMIMAS_A21B_0570,0.0,5.0,10.0,6.0
DAMIMAS_A21B_0571,6.0,7.0,10.0,1.0
DAMIMAS_A21B_0572,4.0,7.0,3.0,2.0
DAMIMAS_A21B_0573,1.0,5.0,12.0,6.0
DAMIMAS_A21B_0574,0.0,1.0,7.0,5.0
DAMIMAS_A21B_0575,6.0,8.0,11.0,3.0
DAMIMAS_A21B_0576,5.0,7.0,8.0,5.0
DAMIMAS_A21B_0577,3.0,3.0,6.0,3.0
DAMIMAS_A21B_0578,2.0,5.0,4.0,1.0
DAMIMAS_A21B_0579,9.0,7.0,10.0,2.0
DAMIMAS_A21B_0580,4.0,10.0,9.0,2.0
DAMIMAS_A21B_0581,2.0,4.0,10.0,4.0
DAMIMAS_A21B_0582,4.0,8.0,9.0,5.0
DAMIMAS_A21B_0583,2.0,4.0,0.0,0.0
DAMIMAS_A21B_0584,3.0,4.0,8.0,4.0
DAMIMAS_A21B_0585,3.0,3.0,10.0,5.0
DAMIMAS_A21B_0586,0.0,5.0,6.0,4.0
DAMIMAS_A21B_0587,5.0,0.0,0.0,0.0
DAMIMAS_A21B_0588,6.0,4.0,6.0,5.0
DAMIMAS_A21B_0589,2.0,4.0,16.0,3.0
DAMIMAS_A21B_0590,6.0,6.0,5.0,6.0
DAMIMAS_A21B_0591,4.0,9.0,9.0,1.0
DAMIMAS_A21B_0592,2.0,2.0,9.0,1.0
DAMIMAS_A21B_0593,0.0,0.0,2.0,3.0
DAMIMAS_A21B_0594,6.0,9.0,6.0,4.0
DAMIMAS_A21B_0595,5.0,8.0,11.0,0.0
DAMIMAS_A21B_0596,0.0,4.0,14.0,5.0
DAMIMAS_A21B_0597,0.0,0.0,12.0,3.0
DAMIMAS_A21B_0598,1.0,8.0,6.0,4.0
DAMIMAS_A21B_0599,5.0,7.0,10.0,2.0
DAMIMAS_A21B_0600,4.0,4.0,14.0,6.0
DAMIMAS_A21B_0601,0.0,0.0,9.0,2.0
DAMIMAS_A21B_0602,6.0,8.0,7.0,5.0
DAMIMAS_A21B_0603,4.0,8.0,5.0,1.0
DAMIMAS_A21B_0604,0.0,5.0,4.0,3.0
DAMIMAS_A21B_0605,0.0,5.0,12.0,4.0
DAMIMAS_A21B_0606,1.0,6.0,7.0,8.0
DAMIMAS_A21B_0607,6.0,8.0,9.0,2.0
DAMIMAS_A21B_0608,0.0,3.0,13.0,6.0
DAMIMAS_A21B_0609,1.0,3.0,10.0,5.0
DAMIMAS_A21B_0610,0.0,10.0,5.0,5.0
DAMIMAS_A21B_0611,0.0,12.0,7.0,1.0
DAMIMAS_A21B_0612,0.0,1.0,12.0,1.0
DAMIMAS_A21B_0613,0.0,1.0,7.0,2.0
DAMIMAS_A21B_0614,3.0,10.0,7.0,5.0
DAMIMAS_A21B_0615,5.0,9.0,7.0,1.0
DAMIMAS_A21B_0616,4.0,3.0,9.0,6.0
DAMIMAS_A21B_0617,5.0,5.0,8.0,3.0
DAMIMAS_A21B_0618,4.0,8.0,4.0,1.0
DAMIMAS_A21B_0619,10.0,6.0,10.0,0.0
DAMIMAS_A21B_0620,2.0,4.0,15.0,4.0
DAMIMAS_A21B_0621,5.0,5.0,13.0,4.0
DAMIMAS_A21B_0622,3.0,10.0,6.0,5.0
DAMIMAS_A21B_0623,4.0,8.0,11.0,0.0
DAMIMAS_A21B_0624,3.0,4.0,13.0,3.0
DAMIMAS_A21B_0625,0.0,7.0,16.0,4.0
DAMIMAS_A21B_0626,1.0,10.0,7.0,7.0
DAMIMAS_A21B_0627,3.0,7.0,7.0,0.0
DAMIMAS_A21B_0628,0.0,3.0,12.0,7.0
DAMIMAS_A21B_0629,2.0,2.0,13.0,1.0
DAMIMAS_A21B_0630,2.0,9.0,6.0,6.0
DAMIMAS_A21B_0631,0.0,5.0,5.0,0.0
DAMIMAS_A21B_0632,5.0,6.0,16.0,7.0
DAMIMAS_A21B_0633,0.0,0.0,4.0,0.0
DAMIMAS_A21B_0634,7.0,9.0,7.0,6.0
DAMIMAS_A21B_0635,7.0,10.0,7.0,5.0
DAMIMAS_A21B_0636,0.0,2.0,12.0,5.0
DAMIMAS_A21B_0637,2.0,0.0,5.0,1.0
DAMIMAS_A21B_0638,7.0,6.0,5.0,3.0
DAMIMAS_A21B_0639,3.0,3.0,15.0,3.0
DAMIMAS_A21B_0640,1.0,6.0,14.0,4.0
DAMIMAS_A21B_0641,5.0,5.0,10.0,6.0
DAMIMAS_A21B_0642,2.0,2.0,4.0,6.0
DAMIMAS_A21B_0644,0.0,4.0,13.0,6.0
DAMIMAS_A21B_0645,0.0,0.0,9.0,4.0
DAMIMAS_A21B_0646,0.0,7.0,7.0,5.0
DAMIMAS_A21B_0647,1.0,6.0,11.0,1.0
DAMIMAS_A21B_0648,0.0,0.0,15.0,4.0
DAMIMAS_A21B_0649,0.0,1.0,15.0,4.0
DAMIMAS_A21B_0650,3.0,4.0,9.0,4.0
DAMIMAS_A21B_0651,4.0,2.0,12.0,5.0
DAMIMAS_A21B_0652,3.0,5.0,8.0,3.0
DAMIMAS_A21B_0653,2.0,3.0,10.0,5.0
DAMIMAS_A21B_0654,2.0,9.0,7.0,9.0
DAMIMAS_A21B_0655,3.0,3.0,12.0,2.0
DAMIMAS_A21B_0656,3.0,1.0,15.0,6.0
DAMIMAS_A21B_0657,2.0,4.0,13.0,8.0
DAMIMAS_A21B_0658,2.0,3.0,4.0,1.0
DAMIMAS_A21B_0659,1.0,3.0,15.0,3.0
DAMIMAS_A21B_0660,0.0,3.0,10.0,4.0
DAMIMAS_A21B_0661,2.0,2.0,14.0,4.0
DAMIMAS_A21B_0662,0.0,0.0,1.0,3.0
DAMIMAS_A21B_0663,0.0,3.0,16.0,5.0
DAMIMAS_A21B_0664,2.0,2.0,18.0,5.0
DAMIMAS_A21B_0665,5.0,6.0,11.0,2.0
DAMIMAS_A21B_0666,0.0,1.0,4.0,7.0
DAMIMAS_A21B_0667,2.0,2.0,12.0,1.0
DAMIMAS_A21B_0668,2.0,4.0,12.0,9.0
DAMIMAS_A21B_0669,3.0,3.0,18.0,4.0
DAMIMAS_A21B_0670,1.0,4.0,3.0,10.0
DAMIMAS_A21B_0671,1.0,3.0,14.0,5.0
DAMIMAS_A21B_0672,2.0,3.0,14.0,5.0
DAMIMAS_A21B_0673,2.0,3.0,12.0,6.0
DAMIMAS_A21B_0674,3.0,2.0,3.0,7.0
DAMIMAS_A21B_0675,2.0,2.0,12.0,9.0
DAMIMAS_A21B_0676,2.0,4.0,11.0,7.0
DAMIMAS_A21B_0677,3.0,3.0,11.0,8.0
DAMIMAS_A21B_0678,2.0,4.0,10.0,3.0
DAMIMAS_A21B_0679,0.0,8.0,11.0,7.0
DAMIMAS_A21B_0680,0.0,4.0,19.0,5.0
DAMIMAS_A21B_0681,2.0,3.0,17.0,6.0
DAMIMAS_A21B_0682,5.0,5.0,5.0,7.0
DAMIMAS_A21B_0683,4.0,3.0,15.0,7.0
DAMIMAS_A21B_0684,0.0,4.0,18.0,4.0
DAMIMAS_A21B_0685,4.0,1.0,12.0,6.0
DAMIMAS_A21B_0686,5.0,6.0,9.0,4.0
DAMIMAS_A21B_0687,0.0,5.0,11.0,4.0
DAMIMAS_A21B_0688,3.0,2.0,14.0,5.0
DAMIMAS_A21B_0689,0.0,6.0,11.0,7.0
DAMIMAS_A21B_0690,2.0,1.0,6.0,6.0
DAMIMAS_A21B_0691,0.0,3.0,12.0,3.0
DAMIMAS_A21B_0692,2.0,3.0,9.0,4.0
DAMIMAS_A21B_0693,2.0,3.0,13.0,7.0
DAMIMAS_A21B_0694,3.0,0.0,11.0,0.0
DAMIMAS_A21B_0695,2.0,4.0,12.0,5.0
DAMIMAS_A21B_0696,0.0,2.0,15.0,4.0
DAMIMAS_A21B_0697,1.0,3.0,10.0,6.0
DAMIMAS_A21B_0698,4.0,0.0,9.0,6.0
DAMIMAS_A21B_0699,0.0,3.0,9.0,7.0
DAMIMAS_A21B_0700,4.0,5.0,7.0,4.0
DAMIMAS_A21B_0701,0.0,2.0,21.0,3.0
DAMIMAS_A21B_0702,1.0,0.0,9.0,4.0
DAMIMAS_A21B_0703,4.0,3.0,14.0,2.0
DAMIMAS_A21B_0704,0.0,5.0,14.0,7.0
DAMIMAS_A21B_0705,2.0,4.0,16.0,3.0
DAMIMAS_A21B_0706,5.0,1.0,5.0,10.0
DAMIMAS_A21B_0707,0.0,3.0,19.0,2.0
DAMIMAS_A21B_0708,2.0,3.0,15.0,8.0
DAMIMAS_A21B_0709,4.0,5.0,14.0,4.0
DAMIMAS_A21B_0710,5.0,3.0,9.0,3.0
DAMIMAS_A21B_0711,2.0,5.0,11.0,4.0
DAMIMAS_A21B_0712,2.0,3.0,12.0,6.0
DAMIMAS_A21B_0713,2.0,3.0,7.0,4.0
DAMIMAS_A21B_0714,0.0,2.0,6.0,6.0
DAMIMAS_A21B_0715,3.0,4.0,14.0,4.0
DAMIMAS_A21B_0716,1.0,4.0,19.0,4.0
DAMIMAS_A21B_0717,2.0,4.0,13.0,5.0
DAMIMAS_A21B_0718,6.0,2.0,4.0,2.0
DAMIMAS_A21B_0719,3.0,3.0,13.0,0.0
DAMIMAS_A21B_0720,5.0,2.0,15.0,2.0
DAMIMAS_A21B_0721,2.0,5.0,16.0,3.0
DAMIMAS_A21B_0722,2.0,4.0,6.0,4.0
DAMIMAS_A21B_0723,5.0,6.0,14.0,11.0
DAMIMAS_A21B_0724,4.0,2.0,9.0,1.0
DAMIMAS_A21B_0725,0.0,3.0,8.0,1.0
DAMIMAS_A21B_0726,4.0,3.0,10.0,1.0
DAMIMAS_A21B_0727,4.0,3.0,20.0,5.0
DAMIMAS_A21B_0728,4.0,0.0,14.0,9.0
DAMIMAS_A21B_0729,6.0,3.0,17.0,2.0
DAMIMAS_A21B_0730,4.0,2.0,7.0,1.0
DAMIMAS_A21B_0731,0.0,0.0,12.0,0.0
DAMIMAS_A21B_0732,0.0,0.0,10.0,5.0
DAMIMAS_A21B_0733,0.0,0.0,13.0,7.0
DAMIMAS_A21B_0734,1.0,3.0,8.0,2.0
DAMIMAS_A21B_0735,0.0,0.0,16.0,1.0
DAMIMAS_A21B_0736,0.0,2.0,14.0,4.0
DAMIMAS_A21B_0737,0.0,0.0,9.0,7.0
DAMIMAS_A21B_0738,0.0,0.0,11.0,3.0
DAMIMAS_A21B_0739,0.0,0.0,14.0,7.0
DAMIMAS_A21B_0740,1.0,3.0,11.0,6.0
DAMIMAS_A21B_0741,3.0,3.0,14.0,6.0
DAMIMAS_A21B_0742,2.0,3.0,4.0,0.0
DAMIMAS_A21B_0743,0.0,0.0,7.0,7.0
DAMIMAS_A21B_0744,1.0,2.0,10.0,0.0
DAMIMAS_A21B_0745,3.0,3.0,13.0,9.0
DAMIMAS_A21B_0746,3.0,1.0,11.0,1.0
DAMIMAS_A21B_0747,0.0,5.0,17.0,10.0
DAMIMAS_A21B_0748,3.0,1.0,15.0,4.0
DAMIMAS_A21B_0749,3.0,3.0,15.0,3.0
DAMIMAS_A21B_0750,0.0,0.0,9.0,2.0
DAMIMAS_A21B_0751,4.0,5.0,11.0,1.0
DAMIMAS_A21B_0752,2.0,2.0,9.0,0.0
DAMIMAS_A21B_0753,3.0,1.0,13.0,0.0
DAMIMAS_A21B_0754,1.0,0.0,2.0,0.0
DAMIMAS_A21B_0755,2.0,3.0,9.0,4.0
DAMIMAS_A21B_0756,0.0,0.0,19.0,5.0
DAMIMAS_A21B_0757,1.0,2.0,19.0,0.0
DAMIMAS_A21B_0758,2.0,3.0,2.0,2.0
DAMIMAS_A21B_0759,0.0,0.0,14.0,7.0
DAMIMAS_A21B_0760,0.0,0.0,12.0,5.0
DAMIMAS_A21B_0761,2.0,3.0,10.0,8.0
DAMIMAS_A21B_0762,0.0,1.0,5.0,0.0
DAMIMAS_A21B_0763,0.0,0.0,2.0,0.0
DAMIMAS_A21B_0764,0.0,2.0,5.0,4.0
DAMIMAS_A21B_0765,3.0,2.0,8.0,5.0
DAMIMAS_A21B_0766,2.0,1.0,4.0,5.0
DAMIMAS_A21B_0767,3.0,4.0,7.0,2.0
DAMIMAS_A21B_0768,4.0,3.0,8.0,0.0
DAMIMAS_A21B_0769,0.0,2.0,19.0,5.0
DAMIMAS_A21B_0770,0.0,2.0,12.0,2.0
DAMIMAS_A21B_0771,0.0,4.0,9.0,2.0
DAMIMAS_A21B_0772,3.0,1.0,4.0,1.0
DAMIMAS_A21B_0773,1.0,4.0,9.0,2.0
DAMIMAS_A21B_0774,1.0,1.0,6.0,0.0
DAMIMAS_A21B_0775,0.0,3.0,13.0,1.0
DAMIMAS_A21B_0776,2.0,2.0,9.0,4.0
DAMIMAS_A21B_0777,4.0,1.0,6.0,7.0
DAMIMAS_A21B_0778,0.0,0.0,6.0,4.0
DAMIMAS_A21B_0779,3.0,2.0,8.0,1.0
DAMIMAS_A21B_0780,0.0,0.0,1.0,6.0
DAMIMAS_A21B_0781,1.0,9.0,6.0,6.0
DAMIMAS_A21B_0782,0.0,0.0,4.0,1.0
DAMIMAS_A21B_0783,3.0,3.0,14.0,3.0
DAMIMAS_A21B_0784,0.0,5.0,7.0,1.0
DAMIMAS_A21B_0785,0.0,9.0,5.0,0.0
DAMIMAS_A21B_0786,2.0,1.0,3.0,0.0
DAMIMAS_A21B_0787,0.0,4.0,8.0,0.0
DAMIMAS_A21B_0788,1.0,1.0,12.0,7.0
DAMIMAS_A21B_0789,4.0,10.0,7.0,5.0
DAMIMAS_A21B_0790,3.0,1.0,9.0,1.0
DAMIMAS_A21B_0791,0.0,3.0,6.0,0.0
DAMIMAS_A21B_0792,0.0,7.0,13.0,2.0
DAMIMAS_A21B_0794,1.0,3.0,12.0,1.0
DAMIMAS_A21B_0795,1.0,3.0,4.0,0.0
DAMIMAS_A21B_0796,0.0,0.0,11.0,2.0
DAMIMAS_A21B_0797,4.0,7.0,2.0,0.0
DAMIMAS_A21B_0798,4.0,2.0,3.0,1.0
DAMIMAS_A21B_0799,0.0,0.0,10.0,5.0
DAMIMAS_A21B_0800,0.0,4.0,9.0,4.0
DAMIMAS_A21B_0801,3.0,7.0,4.0,6.0
DAMIMAS_A21B_0802,1.0,1.0,1.0,6.0
DAMIMAS_A21B_0803,2.0,2.0,14.0,7.0
DAMIMAS_A21B_0804,3.0,4.0,9.0,1.0
DAMIMAS_A21B_0805,3.0,8.0,8.0,6.0
DAMIMAS_A21B_0806,2.0,1.0,7.0,1.0
DAMIMAS_A21B_0807,0.0,1.0,2.0,14.0
DAMIMAS_A21B_0808,4.0,4.0,6.0,8.0
DAMIMAS_A21B_0809,4.0,4.0,12.0,4.0
DAMIMAS_A21B_0810,2.0,3.0,27.0,14.0
DAMIMAS_A21B_0811,3.0,11.0,32.0,2.0
DAMIMAS_A21B_0812,3.0,15.0,20.0,1.0
DAMIMAS_A21B_0813,3.0,1.0,10.0,10.0
DAMIMAS_A21B_0814,0.0,0.0,20.0,4.0
DAMIMAS_A21B_0815,2.0,13.0,31.0,5.0
DAMIMAS_A21B_0816,5.0,12.0,25.0,3.0
DAMIMAS_A21B_0817,12.0,9.0,7.0,0.0
DAMIMAS_A21B_0818,1.0,13.0,26.0,0.0
DAMIMAS_A21B_0819,0.0,8.0,33.0,4.0
DAMIMAS_A21B_0820,1.0,13.0,29.0,3.0
DAMIMAS_A21B_0821,9.0,2.0,8.0,2.0
DAMIMAS_A21B_0822,4.0,3.0,29.0,2.0
DAMIMAS_A21B_0823,7.0,4.0,32.0,14.0
DAMIMAS_A21B_0824,4.0,20.0,16.0,1.0
DAMIMAS_A21B_0825,6.0,2.0,13.0,7.0
DAMIMAS_A21B_0826,0.0,11.0,10.0,0.0
DAMIMAS_A21B_0827,4.0,2.0,24.0,14.0
DAMIMAS_A21B_0828,5.0,15.0,28.0,1.0
DAMIMAS_A21B_0829,6.0,3.0,18.0,6.0
DAMIMAS_A21B_0830,12.0,6.0,8.0,8.0
DAMIMAS_A21B_0831,3.0,7.0,35.0,7.0
DAMIMAS_A21B_0832,0.0,8.0,28.0,1.0
DAMIMAS_A21B_0833,8.0,1.0,10.0,3.0
DAMIMAS_A21B_0834,5.0,15.0,13.0,13.0
DAMIMAS_A21B_0835,0.0,1.0,36.0,5.0
DAMIMAS_A21B_0836,11.0,9.0,16.0,0.0
DAMIMAS_A21B_0837,8.0,3.0,21.0,3.0
DAMIMAS_A21B_0838,0.0,3.0,14.0,17.0
DAMIMAS_A21B_0839,5.0,3.0,26.0,1.0
DAMIMAS_A21B_0840,5.0,21.0,18.0,1.0
DAMIMAS_A21B_0841,7.0,1.0,10.0,4.0
DAMIMAS_A21B_0842,8.0,10.0,16.0,12.0
DAMIMAS_A21B_0843,0.0,5.0,24.0,5.0
DAMIMAS_A21B_0844,5.0,17.0,21.0,2.0
DAMIMAS_A21B_0845,3.0,1.0,8.0,1.0
DAMIMAS_A21B_0846,0.0,12.0,14.0,0.0
DAMIMAS_A21B_0847,3.0,10.0,29.0,2.0
DAMIMAS_A21B_0848,0.0,9.0,15.0,1.0
DAMIMAS_A21B_0849,5.0,2.0,10.0,2.0
DAMIMAS_A21B_0850,6.0,6.0,18.0,13.0
DAMIMAS_A21B_0851,0.0,15.0,32.0,4.0
DAMIMAS_A21B_0852,2.0,8.0,4.0,0.0
DAMIMAS_A21B_0853,6.0,3.0,14.0,5.0
DAMIMAS_A21B_0854,12.0,6.0,12.0,12.0
LONSUM_A21A_0001,0.0,0.0,3.0,3.0
LONSUM_A21A_0002,0.0,6.0,5.0,0.0
LONSUM_A21A_0003,0.0,0.0,8.0,8.0
LONSUM_A21A_0004,0.0,6.0,9.0,0.0
LONSUM_A21A_0005,0.0,0.0,7.0,1.0
LONSUM_A21A_0006,2.0,3.0,3.0,3.0
LONSUM_A21A_0007,0.0,0.0,15.0,0.0
LONSUM_A21A_0008,0.0,0.0,3.0,0.0
LONSUM_A21A_0009,1.0,0.0,2.0,4.0
LONSUM_A21A_0010,1.0,4.0,5.0,3.0
LONSUM_A21A_0011,0.0,1.0,17.0,1.0
LONSUM_A21A_0012,0.0,3.0,5.0,1.0
LONSUM_A21A_0013,0.0,0.0,5.0,0.0
LONSUM_A21A_0014,0.0,0.0,7.0,1.0
LONSUM_A21A_0015,0.0,0.0,12.0,5.0
LONSUM_A21A_0016,0.0,0.0,4.0,0.0
LONSUM_A21A_0017,0.0,0.0,4.0,0.0
LONSUM_A21A_0018,0.0,4.0,6.0,1.0
LONSUM_A21A_0019,0.0,1.0,14.0,2.0
LONSUM_A21A_0020,0.0,1.0,6.0,0.0
LONSUM_A21A_0021,0.0,0.0,5.0,4.0
LONSUM_A21A_0022,0.0,5.0,3.0,0.0
LONSUM_A21A_0023,0.0,0.0,16.0,0.0
LONSUM_A21A_0024,0.0,0.0,3.0,0.0
LONSUM_A21A_0025,0.0,0.0,2.0,3.0
LONSUM_A21A_0026,0.0,3.0,4.0,2.0
LONSUM_A21A_0027,0.0,0.0,11.0,10.0
LONSUM_A21A_0028,0.0,2.0,12.0,3.0
LONSUM_A21A_0029,0.0,2.0,2.0,1.0
LONSUM_A21A_0030,0.0,1.0,0.0,0.0
LONSUM_A21A_0031,0.0,1.0,15.0,0.0
LONSUM_A21A_0032,0.0,0.0,2.0,0.0
LONSUM_A21A_0033,0.0,0.0,4.0,4.0
LONSUM_A21A_0034,1.0,5.0,7.0,4.0
LONSUM_A21A_0035,0.0,0.0,13.0,2.0
LONSUM_A21A_0036,0.0,3.0,12.0,0.0
LONSUM_A21A_0037,0.0,0.0,1.0,3.0
LONSUM_A21A_0038,0.0,3.0,5.0,7.0
LONSUM_A21A_0039,0.0,1.0,11.0,0.0
LONSUM_A21A_0040,0.0,0.0,10.0,0.0
LONSUM_A21A_0041,0.0,0.0,4.0,0.0
LONSUM_A21A_0042,0.0,0.0,3.0,1.0
LONSUM_A21A_0043,0.0,0.0,8.0,1.0
LONSUM_A21A_0044,0.0,2.0,14.0,0.0
LONSUM_A21A_0045,2.0,1.0,3.0,2.0
LONSUM_A21A_0046,0.0,0.0,2.0,0.0
LONSUM_A21A_0047,0.0,0.0,12.0,4.0
LONSUM_A21A_0048,0.0,5.0,10.0,0.0
LONSUM_A21A_0049,0.0,0.0,2.0,5.0
LONSUM_A21A_0050,0.0,9.0,5.0,4.0
LONSUM_A21A_0051,0.0,0.0,14.0,0.0
LONSUM_A21A_0052,0.0,0.0,7.0,0.0
LONSUM_A21A_0053,1.0,2.0,1.0,4.0
LONSUM_A21A_0054,3.0,4.0,7.0,2.0
LONSUM_A21A_0055,0.0,1.0,9.0,1.0
LONSUM_A21A_0056,0.0,0.0,12.0,0.0
LONSUM_A21A_0057,0.0,0.0,2.0,1.0
