instance_id,line_index,image_path,stem,split,source_key,source,tree_id,view_id,class_id,class_name,x_center,y_center,bbox_w,bbox_h,bbox_area,aspect_ratio,image_label_count,crowding_others
2480,2,dataset_640\images\train\DAMIMAS_A21B_0208_4.jpg,DAMIMAS_A21B_0208_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0208,4,2,B3,0.614578,0.35457,0.093655,0.084439,0.007908134545,1.1091438790132522,5,4
2481,3,dataset_640\images\train\DAMIMAS_A21B_0208_4.jpg,DAMIMAS_A21B_0208_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0208,4,3,B4,0.41033,0.326922,0.125538,0.087428,0.010975536264000002,1.4359015418401428,5,4
2482,4,dataset_640\images\train\DAMIMAS_A21B_0208_4.jpg,DAMIMAS_A21B_0208_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0208,4,1,B2,0.651941,0.392306,0.114578,0.079209,0.009075608802,1.446527541062253,5,4
2483,0,dataset_640\images\train\DAMIMAS_A21B_0209_1.jpg,DAMIMAS_A21B_0209_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,1,1,B2,0.353521,0.326559,0.091625,0.068433,0.006270173624999999,1.3389008227024974,5,4
2484,1,dataset_640\images\train\DAMIMAS_A21B_0209_1.jpg,DAMIMAS_A21B_0209_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,1,2,B3,0.440757,0.289193,0.088953,0.072155,0.006418403715,1.232804379460883,5,4
2485,2,dataset_640\images\train\DAMIMAS_A21B_0209_1.jpg,DAMIMAS_A21B_0209_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,1,2,B3,0.600528,0.280173,0.101552,0.098784,0.010031712768,1.0280207321023649,5,4
2486,3,dataset_640\images\train\DAMIMAS_A21B_0209_1.jpg,DAMIMAS_A21B_0209_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,1,2,B3,0.687191,0.320832,0.112241,0.09592,0.01076615672,1.1701522101751458,5,4
2487,4,dataset_640\images\train\DAMIMAS_A21B_0209_1.jpg,DAMIMAS_A21B_0209_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,1,2,B3,0.525319,0.301934,0.072537,0.063851,0.004631559987,1.1360354575496077,5,4
2488,0,dataset_640\images\train\DAMIMAS_A21B_0209_2.jpg,DAMIMAS_A21B_0209_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,2,1,B2,0.614277,0.349839,0.154208,0.112975,0.0174216488,1.3649745518920116,3,2
2489,1,dataset_640\images\train\DAMIMAS_A21B_0209_2.jpg,DAMIMAS_A21B_0209_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,2,2,B3,0.371477,0.3215,0.121017,0.079274,0.009593501657999999,1.5265660872417186,3,2
2490,2,dataset_640\images\train\DAMIMAS_A21B_0209_2.jpg,DAMIMAS_A21B_0209_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,2,2,B3,0.47309,0.298522,0.085274,0.086933,0.007413124642,0.9809163378693937,3,2
2491,0,dataset_640\images\train\DAMIMAS_A21B_0209_3.jpg,DAMIMAS_A21B_0209_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,3,2,B3,0.358967,0.33701,0.129698,0.11106,0.01440425988,1.167819196830542,4,3
2492,1,dataset_640\images\train\DAMIMAS_A21B_0209_3.jpg,DAMIMAS_A21B_0209_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,3,2,B3,0.565768,0.355775,0.152165,0.134038,0.020395892269999997,1.1352377683940376,4,3
2493,2,dataset_640\images\train\DAMIMAS_A21B_0209_3.jpg,DAMIMAS_A21B_0209_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,3,1,B2,0.678105,0.406327,0.051062,0.053615,0.0027376891300000005,0.9523827287139793,4,3
2494,3,dataset_640\images\train\DAMIMAS_A21B_0209_3.jpg,DAMIMAS_A21B_0209_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,3,2,B3,0.680658,0.33701,0.065359,0.055913,0.003654417767,1.1689410333911614,4,3
2495,0,dataset_640\images\train\DAMIMAS_A21B_0209_4.jpg,DAMIMAS_A21B_0209_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,4,2,B3,0.480216,0.307939,0.115586,0.142394,0.016458752884,0.8117336404623791,4,3
2496,1,dataset_640\images\train\DAMIMAS_A21B_0209_4.jpg,DAMIMAS_A21B_0209_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,4,2,B3,0.338402,0.279739,0.06406,0.063015,0.0040367409,1.0165833531698802,4,3
2497,2,dataset_640\images\train\DAMIMAS_A21B_0209_4.jpg,DAMIMAS_A21B_0209_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,4,3,B4,0.41105,0.214983,0.10723,0.053267,0.00571182041,2.013066251149868,4,3
2498,3,dataset_640\images\train\DAMIMAS_A21B_0209_4.jpg,DAMIMAS_A21B_0209_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0209,4,2,B3,0.696069,0.266857,0.140653,0.137519,0.019342459907,1.0227895781673806,4,3
2499,0,dataset_640\images\train\DAMIMAS_A21B_0210_1.jpg,DAMIMAS_A21B_0210_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,1,1,B2,0.431236,0.483252,0.10158,0.072712,0.00738608496,1.3970183738585105,4,3
2500,1,dataset_640\images\train\DAMIMAS_A21B_0210_1.jpg,DAMIMAS_A21B_0210_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,1,2,B3,0.616149,0.447508,0.079248,0.059641,0.0047264299679999995,1.3287503562985195,4,3
2501,2,dataset_640\images\train\DAMIMAS_A21B_0210_1.jpg,DAMIMAS_A21B_0210_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,1,2,B3,0.515795,0.422896,0.043028,0.039828,0.001713719184,1.0803454855880283,4,3
2502,3,dataset_640\images\train\DAMIMAS_A21B_0210_1.jpg,DAMIMAS_A21B_0210_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,1,2,B3,0.420041,0.41796,0.059762,0.042325,0.00252942665,1.411978735971648,4,3
2503,0,dataset_640\images\train\DAMIMAS_A21B_0210_2.jpg,DAMIMAS_A21B_0210_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,2,0,B1,0.320806,0.358252,0.174837,0.125817,0.021997466829,1.3896134862538447,4,3
2504,1,dataset_640\images\train\DAMIMAS_A21B_0210_2.jpg,DAMIMAS_A21B_0210_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,2,3,B4,0.315237,0.249796,0.128183,0.077826,0.009975970158000001,1.6470459743530437,4,3
2505,2,dataset_640\images\train\DAMIMAS_A21B_0210_2.jpg,DAMIMAS_A21B_0210_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,2,2,B3,0.673144,0.289588,0.120798,0.062369,0.007534050462,1.9368275906299603,4,3
2506,3,dataset_640\images\train\DAMIMAS_A21B_0210_2.jpg,DAMIMAS_A21B_0210_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,2,2,B3,0.506536,0.25895,0.117297,0.074186,0.008701795242,1.5811204270347505,4,3
2507,0,dataset_640\images\train\DAMIMAS_A21B_0210_3.jpg,DAMIMAS_A21B_0210_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,3,0,B1,0.746414,0.318559,0.185639,0.136166,0.025277720074,1.3633285842280745,5,4
2508,1,dataset_640\images\train\DAMIMAS_A21B_0210_3.jpg,DAMIMAS_A21B_0210_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,3,2,B3,0.567584,0.284348,0.12028,0.144676,0.01740162928,0.8313749343360336,5,4
2509,2,dataset_640\images\train\DAMIMAS_A21B_0210_3.jpg,DAMIMAS_A21B_0210_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,3,3,B4,0.340641,0.258987,0.136619,0.138889,0.018974876291,0.9836560130751894,5,4
2510,3,dataset_640\images\train\DAMIMAS_A21B_0210_3.jpg,DAMIMAS_A21B_0210_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,3,0,B1,0.285948,0.323666,0.140704,0.110975,0.0156146264,1.267889164226177,5,4
2511,4,dataset_640\images\train\DAMIMAS_A21B_0210_3.jpg,DAMIMAS_A21B_0210_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,3,3,B4,0.655637,0.17933,0.097585,0.075572,0.00737469362,1.291285132059493,5,4
2512,0,dataset_640\images\train\DAMIMAS_A21B_0210_4.jpg,DAMIMAS_A21B_0210_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,4,1,B2,0.602625,0.370683,0.185112,0.099916,0.018495650592,1.8526762480483605,5,4
2513,1,dataset_640\images\train\DAMIMAS_A21B_0210_4.jpg,DAMIMAS_A21B_0210_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,4,2,B3,0.418065,0.327349,0.127333,0.099916,0.012722604028,1.2744004964169902,5,4
2514,2,dataset_640\images\train\DAMIMAS_A21B_0210_4.jpg,DAMIMAS_A21B_0210_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,4,3,B4,0.596552,0.278081,0.079491,0.080319,0.006384637629000001,0.989691106711986,5,4
2515,3,dataset_640\images\train\DAMIMAS_A21B_0210_4.jpg,DAMIMAS_A21B_0210_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,4,3,B4,0.417145,0.246202,0.096788,0.061827,0.005984111676,1.5654649263266858,5,4
2516,4,dataset_640\images\train\DAMIMAS_A21B_0210_4.jpg,DAMIMAS_A21B_0210_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0210,4,3,B4,0.710644,0.30467,0.084588,0.059727,0.005052187476,1.4162439097895423,5,4
2517,0,dataset_640\images\train\DAMIMAS_A21B_0212_1.jpg,DAMIMAS_A21B_0212_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,1,0,B1,0.702686,0.494765,0.118249,0.095137,0.011249855113000001,1.2429338743075775,5,4
2518,1,dataset_640\images\train\DAMIMAS_A21B_0212_1.jpg,DAMIMAS_A21B_0212_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,1,1,B2,0.439313,0.512771,0.123266,0.088149,0.010865774634,1.3983822845409477,5,4
2519,2,dataset_640\images\train\DAMIMAS_A21B_0212_1.jpg,DAMIMAS_A21B_0212_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,1,3,B4,0.534271,0.477834,0.101049,0.082774,0.008364229926,1.220781888032474,5,4
2520,3,dataset_640\images\train\DAMIMAS_A21B_0212_1.jpg,DAMIMAS_A21B_0212_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,1,2,B3,0.639262,0.490196,0.100333,0.075249,0.007549957917,1.3333466225464792,5,4
2521,4,dataset_640\images\train\DAMIMAS_A21B_0212_1.jpg,DAMIMAS_A21B_0212_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,1,3,B4,0.400972,0.471115,0.101049,0.066112,0.0066805514880000005,1.5284517182962245,5,4
2522,0,dataset_640\images\train\DAMIMAS_A21B_0212_2.jpg,DAMIMAS_A21B_0212_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,2,2,B3,0.384489,0.535883,0.091016,0.078474,0.007142389584,1.1598236358539133,3,2
2523,1,dataset_640\images\train\DAMIMAS_A21B_0212_2.jpg,DAMIMAS_A21B_0212_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,2,2,B3,0.486613,0.553889,0.107499,0.091912,0.009880448088,1.169586125859518,3,2
2524,2,dataset_640\images\train\DAMIMAS_A21B_0212_2.jpg,DAMIMAS_A21B_0212_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,2,1,B2,0.590887,0.558727,0.099616,0.080087,0.007977946592,1.2438473160438022,3,2
2525,0,dataset_640\images\train\DAMIMAS_A21B_0212_3.jpg,DAMIMAS_A21B_0212_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,3,2,B3,0.486458,0.523862,0.105757,0.106031,0.011213520467,0.99741585008158,4,3
2526,1,dataset_640\images\train\DAMIMAS_A21B_0212_3.jpg,DAMIMAS_A21B_0212_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,3,0,B1,0.394093,0.502269,0.093803,0.106096,0.009952123088,0.8841332378223495,4,3
2527,2,dataset_640\images\train\DAMIMAS_A21B_0212_3.jpg,DAMIMAS_A21B_0212_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,3,3,B4,0.585512,0.499099,0.092913,0.088908,0.008260709004,1.0450465649885274,4,3
2528,3,dataset_640\images\train\DAMIMAS_A21B_0212_3.jpg,DAMIMAS_A21B_0212_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,3,2,B3,0.685233,0.506908,0.124151,0.088908,0.011038017108,1.3963985243172718,4,3
2529,0,dataset_640\images\train\DAMIMAS_A21B_0212_4.jpg,DAMIMAS_A21B_0212_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,4,0,B1,0.478982,0.513817,0.208253,0.160395,0.033402739935,1.298375884535054,4,3
2530,1,dataset_640\images\train\DAMIMAS_A21B_0212_4.jpg,DAMIMAS_A21B_0212_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,4,2,B3,0.338412,0.485582,0.15619,0.129157,0.020173031829999997,1.209303405932315,4,3
2531,2,dataset_640\images\train\DAMIMAS_A21B_0212_4.jpg,DAMIMAS_A21B_0212_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,4,3,B4,0.609541,0.449539,0.140971,0.129157,0.018207391447,1.0914700713085626,4,3
2532,3,dataset_640\images\train\DAMIMAS_A21B_0212_4.jpg,DAMIMAS_A21B_0212_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0212,4,3,B4,0.71527,0.472366,0.097719,0.115941,0.011329638579,0.8428338551504645,4,3
2533,0,dataset_640\images\train\DAMIMAS_A21B_0213_1.jpg,DAMIMAS_A21B_0213_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,1,1,B2,0.359163,0.324896,0.099925,0.057975,0.005793151875,1.7235877533419577,6,5
2534,1,dataset_640\images\train\DAMIMAS_A21B_0213_1.jpg,DAMIMAS_A21B_0213_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,1,2,B3,0.360916,0.261461,0.114658,0.068238,0.007824032604,1.6802661273777075,6,5
2535,2,dataset_640\images\train\DAMIMAS_A21B_0213_1.jpg,DAMIMAS_A21B_0213_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,1,2,B3,0.474877,0.314728,0.138332,0.093304,0.012906928928000001,1.4825945297093375,6,5
2536,3,dataset_640\images\train\DAMIMAS_A21B_0213_1.jpg,DAMIMAS_A21B_0213_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,1,2,B3,0.579323,0.262331,0.104909,0.058141,0.006099514169,1.8043893293888995,6,5
2537,4,dataset_640\images\train\DAMIMAS_A21B_0213_1.jpg,DAMIMAS_A21B_0213_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,1,2,B3,0.625975,0.321691,0.108159,0.061275,0.006627442725000001,1.765140758873929,6,5
2538,5,dataset_640\images\train\DAMIMAS_A21B_0213_1.jpg,DAMIMAS_A21B_0213_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,1,2,B3,0.694677,0.292098,0.089591,0.076593,0.006862043462999999,1.1697021921063284,6,5
2539,0,dataset_640\images\train\DAMIMAS_A21B_0213_2.jpg,DAMIMAS_A21B_0213_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,2,2,B3,0.547946,0.351228,0.058159,0.041023,0.002385856657,1.4177168905248276,4,3
2540,1,dataset_640\images\train\DAMIMAS_A21B_0213_2.jpg,DAMIMAS_A21B_0213_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,2,2,B3,0.429032,0.350319,0.070968,0.061015,0.00433011252,1.163123822010981,4,3
2541,2,dataset_640\images\train\DAMIMAS_A21B_0213_2.jpg,DAMIMAS_A21B_0213_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,2,2,B3,0.452919,0.404713,0.122203,0.048812,0.005964972836000001,2.503544210440056,4,3
2542,3,dataset_640\images\train\DAMIMAS_A21B_0213_2.jpg,DAMIMAS_A21B_0213_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,2,2,B3,0.376546,0.38219,0.054035,0.036842,0.00199075747,1.4666684761956463,4,3
2543,0,dataset_640\images\train\DAMIMAS_A21B_0213_3.jpg,DAMIMAS_A21B_0213_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,3,2,B3,0.483706,0.425915,0.098497,0.064424,0.006345570728,1.528886750279399,7,6
2544,1,dataset_640\images\train\DAMIMAS_A21B_0213_3.jpg,DAMIMAS_A21B_0213_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,3,1,B2,0.411742,0.44424,0.0775,0.046099,0.0035726725,1.681164450421918,7,6
2545,2,dataset_640\images\train\DAMIMAS_A21B_0213_3.jpg,DAMIMAS_A21B_0213_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,3,2,B3,0.407351,0.406015,0.045813,0.025197,0.001154350161,1.8181926419811882,7,6
2546,3,dataset_640\images\train\DAMIMAS_A21B_0213_3.jpg,DAMIMAS_A21B_0213_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,3,2,B3,0.584494,0.389408,0.045813,0.046385,0.0021250360050000003,0.987668427293306,7,6
2547,4,dataset_640\images\train\DAMIMAS_A21B_0213_3.jpg,DAMIMAS_A21B_0213_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,3,2,B3,0.563878,0.456123,0.068719,0.060129,0.004132004751,1.1428595187014585,7,6
2548,5,dataset_640\images\train\DAMIMAS_A21B_0213_3.jpg,DAMIMAS_A21B_0213_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,3,2,B3,0.626298,0.467433,0.056884,0.048962,0.002785154408,1.161798946121482,7,6
2549,6,dataset_640\images\train\DAMIMAS_A21B_0213_3.jpg,DAMIMAS_A21B_0213_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,3,2,B3,0.659703,0.418184,0.068719,0.063279,0.004348469601,1.0859684887561434,7,6
2550,0,dataset_640\images\train\DAMIMAS_A21B_0213_4.jpg,DAMIMAS_A21B_0213_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,4,2,B3,0.383662,0.457818,0.105374,0.071023,0.007483977602,1.4836602227447446,3,2
2551,1,dataset_640\images\train\DAMIMAS_A21B_0213_4.jpg,DAMIMAS_A21B_0213_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,4,2,B3,0.537777,0.447199,0.068238,0.07346,0.00501276348,0.9289136945276341,3,2
2552,2,dataset_640\images\train\DAMIMAS_A21B_0213_4.jpg,DAMIMAS_A21B_0213_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0213,4,2,B3,0.623068,0.443788,0.069929,0.054784,0.0038309903360000002,1.276449328271028,3,2
2553,0,dataset_640\images\train\DAMIMAS_A21B_0214_1.jpg,DAMIMAS_A21B_0214_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,1,0,B1,0.350082,0.489379,0.084695,0.084559,0.0071617245050000005,1.001608344469542,7,6
2554,1,dataset_640\images\train\DAMIMAS_A21B_0214_1.jpg,DAMIMAS_A21B_0214_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,1,1,B2,0.556373,0.498979,0.106209,0.073121,0.007766108289,1.452510222781417,7,6
2555,2,dataset_640\images\train\DAMIMAS_A21B_0214_1.jpg,DAMIMAS_A21B_0214_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,1,2,B3,0.427288,0.470997,0.082244,0.070261,0.005778545684,1.1705498071476352,7,6
2556,3,dataset_640\images\train\DAMIMAS_A21B_0214_1.jpg,DAMIMAS_A21B_0214_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,1,3,B4,0.370507,0.434743,0.036765,0.022263,0.0008184991950000001,1.6513946907424875,7,6
2557,4,dataset_640\images\train\DAMIMAS_A21B_0214_1.jpg,DAMIMAS_A21B_0214_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,1,3,B4,0.426743,0.410846,0.054466,0.049224,0.002681034384,1.1064927677555665,7,6
2558,5,dataset_640\images\train\DAMIMAS_A21B_0214_1.jpg,DAMIMAS_A21B_0214_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,1,3,B4,0.538931,0.438688,0.041672,0.05161,0.0021506919200000004,0.8074404185235419,7,6
2559,6,dataset_640\images\train\DAMIMAS_A21B_0214_1.jpg,DAMIMAS_A21B_0214_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,1,3,B4,0.621315,0.437249,0.058944,0.035161,0.002072529984,1.6764028326839397,7,6
2560,0,dataset_640\images\train\DAMIMAS_A21B_0214_2.jpg,DAMIMAS_A21B_0214_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,2,0,B1,0.593909,0.498809,0.169299,0.114719,0.019421811981,1.475771232315484,5,4
2561,1,dataset_640\images\train\DAMIMAS_A21B_0214_2.jpg,DAMIMAS_A21B_0214_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,2,2,B3,0.697395,0.441959,0.077614,0.050722,0.0039367373080000006,1.5301841410039037,5,4
2562,2,dataset_640\images\train\DAMIMAS_A21B_0214_2.jpg,DAMIMAS_A21B_0214_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,2,3,B4,0.610703,0.386302,0.067629,0.078295,0.005295012555,0.8637716329267513,5,4
2563,3,dataset_640\images\train\DAMIMAS_A21B_0214_2.jpg,DAMIMAS_A21B_0214_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,2,2,B3,0.38898,0.463065,0.137073,0.099741,0.013671798092999999,1.3742894095707885,5,4
2564,4,dataset_640\images\train\DAMIMAS_A21B_0214_2.jpg,DAMIMAS_A21B_0214_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,2,3,B4,0.245098,0.455916,0.074437,0.089529,0.0066642701730000005,0.8314289224720482,5,4
2565,0,dataset_640\images\train\DAMIMAS_A21B_0214_3.jpg,DAMIMAS_A21B_0214_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,3,2,B3,0.643658,0.502617,0.116293,0.078939,0.009180053127,1.4732008259542178,4,3
2566,1,dataset_640\images\train\DAMIMAS_A21B_0214_3.jpg,DAMIMAS_A21B_0214_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,3,2,B3,0.407393,0.49268,0.097892,0.074523,0.007295205516000001,1.313581042094387,4,3
2567,2,dataset_640\images\train\DAMIMAS_A21B_0214_3.jpg,DAMIMAS_A21B_0214_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,3,2,B3,0.523176,0.475687,0.119176,0.072236,0.008608797536,1.6498144969267403,4,3
2568,3,dataset_640\images\train\DAMIMAS_A21B_0214_3.jpg,DAMIMAS_A21B_0214_3,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,3,3,B4,0.595134,0.420715,0.071487,0.045487,0.003251729169,1.5715918833952558,4,3
2569,0,dataset_640\images\train\DAMIMAS_A21B_0214_4.jpg,DAMIMAS_A21B_0214_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,4,2,B3,0.468546,0.533088,0.129085,0.083946,0.01083616941,1.5377147213684987,4,3
2570,1,dataset_640\images\train\DAMIMAS_A21B_0214_4.jpg,DAMIMAS_A21B_0214_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,4,2,B3,0.63848,0.526348,0.083333,0.083333,0.0069443888890000005,1.0,4,3
2571,2,dataset_640\images\train\DAMIMAS_A21B_0214_4.jpg,DAMIMAS_A21B_0214_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,4,3,B4,0.55667,0.474562,0.056694,0.045306,0.002568578364,1.2513574361011788,4,3
2572,3,dataset_640\images\train\DAMIMAS_A21B_0214_4.jpg,DAMIMAS_A21B_0214_4,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0214,4,3,B4,0.296841,0.497958,0.085165,0.086527,0.0073690719550000006,0.9842592485582534,4,3
2573,0,dataset_640\images\train\DAMIMAS_A21B_0216_1.jpg,DAMIMAS_A21B_0216_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0216,1,0,B1,0.687311,0.483471,0.129523,0.104615,0.013550048645,1.238092051809014,5,4
2574,1,dataset_640\images\train\DAMIMAS_A21B_0216_1.jpg,DAMIMAS_A21B_0216_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0216,1,1,B2,0.437231,0.463669,0.155428,0.109846,0.017073144088,1.4149627660542943,5,4
2575,2,dataset_640\images\train\DAMIMAS_A21B_0216_1.jpg,DAMIMAS_A21B_0216_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0216,1,2,B3,0.581991,0.436318,0.127801,0.122549,0.015661884749000002,1.0428563268570121,5,4
2576,3,dataset_640\images\train\DAMIMAS_A21B_0216_1.jpg,DAMIMAS_A21B_0216_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0216,1,2,B3,0.375992,0.403274,0.110294,0.072216,0.007964991504,1.5272792732912375,5,4
2577,4,dataset_640\images\train\DAMIMAS_A21B_0216_1.jpg,DAMIMAS_A21B_0216_1,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0216,1,2,B3,0.490663,0.398022,0.113212,0.08097,0.00916677564,1.3981968630356922,5,4
2578,0,dataset_640\images\train\DAMIMAS_A21B_0216_2.jpg,DAMIMAS_A21B_0216_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0216,2,1,B2,0.599571,0.357209,0.140056,0.101759,0.014251958504000002,1.3763500034394993,5,4
2579,1,dataset_640\images\train\DAMIMAS_A21B_0216_2.jpg,DAMIMAS_A21B_0216_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0216,2,1,B2,0.435443,0.389213,0.144433,0.112154,0.016198738682000002,1.2878096189168464,5,4
2580,2,dataset_640\images\train\DAMIMAS_A21B_0216_2.jpg,DAMIMAS_A21B_0216_2,train,DAMIMAS_A21B,DAMIMAS,DAMIMAS_A21B_0216,2,3,B4,0.349038,0.351409,0.097131,0.075912,0.007373408471999999,1.2795210243439772,5,4
